NoEssai,NoBloc,NoTraitement,Annee,LatDD,LonDD,AnalyseFoliaireStade,Cultivar,Maturity5,RendVendable,RendPetit,RendMoy,RendGros,leaf_countNA,clr_N,clr_P,clr_K,clr_Ca,clr_Mg,clr_Fv
50,2,3,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,41.02363636,8.819090909,29.92545455,2.279090909,0,0.7228328701808651,-2.334239881435297,0.7627139191860763,-0.8253431982230741,-1.943373572748285,3.617409863039712
50,2,14,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,31.72678571,4.574107143,24.71964286,2.433035714,0,0.7228328701808651,-2.334239881435297,0.7627139191860763,-0.8253431982230741,-1.943373572748285,3.617409863039712
50,2,4,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,35.9226087,13.74347826,22.17913043,0,0,0.8096947236982719,-1.3623324188105888,0.3513386134460297,-1.2683034691623125,-1.9874261361255185,3.4570286869541205
50,2,15,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,28.51517857,6.715178571,21.8,0,0,0.8096947236982719,-1.3623324188105888,0.3513386134460297,-1.2683034691623125,-1.9874261361255185,3.4570286869541205
50,2,5,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,39.5888,11.1616,28.4272,0,0,0.8126024810251065,-1.7304748016177625,0.2213700829573657,-1.1018661421953881,-1.6896528070975068,3.488021186928186
50,2,16,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,15.89924812,7.94962406,7.94962406,0,0,0.8126024810251065,-1.7304748016177625,0.2213700829573657,-1.1018661421953881,-1.6896528070975068,3.488021186928186
50,2,6,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,25.97043478,10.52086957,15.44956522,0,0,0.788580107607689,-1.572451876958342,0.30945868926401054,-1.0318842839936138,-2.0462362290439837,3.55253359312424
50,2,17,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,13.18991597,6.594957983,6.594957983,0,0,0.788580107607689,-1.572451876958342,0.30945868926401054,-1.0318842839936138,-2.0462362290439837,3.55253359312424
50,2,7,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,37.605,14.80583333,22.79916667,0,0,0.7119611409691129,-1.7156619307006604,0.2748321249626793,-0.8473106611156238,-1.954891619766494,3.531070945650988
50,2,18,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,32.33361345,7.419327731,24.91428571,0,0,0.7119611409691129,-1.7156619307006604,0.2748321249626793,-0.8473106611156238,-1.954891619766494,3.531070945650988
50,2,8,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,36.16235294,13.72117647,22.44117647,0,0,0.80373936270618,-1.3460829757354555,0.20955223070566875,-0.8642448888427166,-2.088020320464832,3.285056591631156
50,2,19,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,41.06964286,11.28928571,29.78035714,0,0,0.80373936270618,-1.3460829757354555,0.20955223070566875,-0.8642448888427166,-2.088020320464832,3.285056591631156
50,2,9,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,22.4104,10.464,11.9464,0,0,0.8895561976346285,-1.7007109678111982,0.676775433355965,-1.3964995934082065,-2.041637554781791,3.5725164850105995
50,2,20,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,15.65793651,9.256349206,6.401587302,0,0,0.8895561976346285,-1.7007109678111982,0.676775433355965,-1.3964995934082065,-2.041637554781791,3.5725164850105995
50,2,10,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,41.61818182,9.314545455,32.30363636,0,0,0.8234328249228935,-1.6381650582396392,0.5325679036496034,-1.0926538764857585,-2.136003486478819,3.5108216926317173
50,2,21,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,9.709243697,4.854621849,4.854621849,0,0,0.8234328249228935,-1.6381650582396392,0.5325679036496034,-1.0926538764857585,-2.136003486478819,3.5108216926317173
50,2,11,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,39.05833333,6.994166667,32.06416667,0,0,0.8531577358645133,-1.8203010204680776,0.526300957942742,-0.8457413804699474,-2.2903046497138133,3.5768883568445817
50,2,22,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,38.83125,5.060714286,33.77053571,0,0,0.8531577358645133,-1.8203010204680776,0.526300957942742,-0.8457413804699474,-2.2903046497138133,3.5768883568445817
50,3,1,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,24.49904762,7.266666667,17.23238095,0,0,0.6351344895094742,-1.810829186329919,0.5062339258447799,-1.08691034710322,-1.6389789294032595,3.3953500474821423
50,3,12,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,17.24835165,4.192307692,13.05604396,0,0,0.6351344895094742,-1.810829186329919,0.5062339258447799,-1.08691034710322,-1.6389789294032595,3.3953500474821423
50,3,2,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,33.93217391,5.876521739,28.05565217,0,0,0.7592081680318157,-1.7226325621343492,0.4723218666673308,-1.05010466877714,-1.9255734061310394,3.46678060234338
50,3,13,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,26.83781513,7.144537815,19.69327731,0,0,0.7592081680318157,-1.7226325621343492,0.4723218666673308,-1.05010466877714,-1.9255734061310394,3.46678060234338
50,3,3,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,41.66222222,11.02111111,30.64111111,0,0,0.7188570345645644,-1.9556746832443541,0.33010329143331063,-0.6950065352418728,-1.9556746832443541,3.5573955757327056
50,3,14,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,29.03613445,7.602521008,21.43361345,0,0,0.7188570345645644,-1.9556746832443541,0.33010329143331063,-0.6950065352418728,-1.9556746832443541,3.5573955757327056
50,3,4,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,43.69909091,9.116363636,34.58272727,0,0,0.7012800860823609,-1.8216539592948782,0.7343106117588429,-1.0502545818351847,-2.0564935503722794,3.4928113936611402
50,3,15,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,32.54428571,6.384285714,26.16,0,0,0.7012800860823609,-1.8216539592948782,0.7343106117588429,-1.0502545818351847,-2.0564935503722794,3.4928113936611402
50,3,5,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,39.90347826,10.61565217,29.28782609,0,0,0.7688902781358884,-1.4123091436502389,0.39471779770860493,-1.1922472588734365,-2.060335888929714,3.501284215608896
50,3,16,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,32.26746032,4.498412698,27.76904762,0,0,0.7688902781358884,-1.4123091436502389,0.39471779770860493,-1.1922472588734365,-2.060335888929714,3.501284215608896
50,3,6,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,33.2232,10.464,22.7592,0,0,0.6571552821904607,-1.9423773367011563,0.15811761417651216,-0.8020923516324787,-1.349873681920898,3.279070473887558
50,3,17,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,28.54761905,7.993333333,20.55428571,0,0,0.6571552821904607,-1.9423773367011563,0.15811761417651216,-0.8020923516324787,-1.349873681920898,3.279070473887558
50,3,7,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,31.3048,10.464,20.8408,0,0,0.7917645289067425,-1.3776252494360324,0.21997820535106483,-0.8966525888197228,-2.2298371246256656,3.4923722286236143
50,3,18,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,28.12589286,8.272321429,19.85357143,0,0,0.7917645289067425,-1.3776252494360324,0.21997820535106483,-0.8966525888197228,-2.2298371246256656,3.4923722286236143
50,3,8,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,43.50916667,9.265,34.24416667,0,0,0.7482145993591427,-1.9166395175881359,0.5518733224241879,-1.0052387710081723,-1.8235490945221242,3.4453394613351005
50,3,19,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,39.11176471,3.938655462,35.17310924,0,0,0.7482145993591427,-1.9166395175881359,0.5518733224241879,-1.0052387710081723,-1.8235490945221242,3.4453394613351005
50,3,9,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,29.37809524,8.304761905,21.07333333,0,0,0.7596656006476672,-1.710829524080134,0.5841797751054543,-0.8608398720272183,-2.154760913016094,3.382584933370325
50,3,20,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,24.04920635,9.429365079,14.61984127,0,0,0.7596656006476672,-1.710829524080134,0.5841797751054543,-0.8608398720272183,-2.154760913016094,3.382584933370325
50,3,10,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,40.41384615,5.282307692,35.13153846,0,0,0.5802617672435559,-1.864743665792258,0.22232180099823706,-0.8220900307721934,-1.4390758503665748,3.3233259786892324
50,3,21,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,35.03571429,7.396428571,27.63928571,0,0,0.5802617672435559,-1.864743665792258,0.22232180099823706,-0.8220900307721934,-1.4390758503665748,3.3233259786892324
50,3,11,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,46.434,8.502,37.932,0,0,0.6708849974480922,-1.9026615212106557,-0.0014682109371388918,-0.8177480769007084,-1.2301336278534465,3.2811264394538586
50,3,22,1997,46.632778,-71.816389,10% fleur,Coastal Russet,mid-season,32.77785714,3.27,28.72928571,0.778571429,0,0.6708849974480922,-1.9026615212106557,-0.0014682109371388918,-0.8177480769007084,-1.2301336278534465,3.2811264394538586
51,1,1,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,23.4234,19.12482,2.72844,1.57014,0,0.5867980358850464,-2.0020395367511856,0.7847338204805516,-1.187939745773578,-1.7072399965305411,3.525687422689707
51,1,2,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,27.31014,24.05403,3.25611,0,0,0.6472420442647828,-1.9226261622683505,0.7182609940239844,-1.2423823865443127,-1.6943675102873699,3.4938730208112663
51,1,3,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,22.71555,22.71555,0,0,0,0.7244969962881056,-1.9114195176235964,0.6684276945185772,-1.2555437318608829,-1.6737478657464773,3.447786424424274
51,1,4,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,25.26381,22.5225,1.82754,0.91377,0,0.7025575800840693,-2.025648480391465,0.664219401627554,-1.2177257852390917,-1.5590289491299703,3.4356262330489074
51,1,5,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,25.84296,22.41954,0.60489,2.81853,0,0.6887997119891174,-1.9952812990000965,0.6896977812008016,-1.1785201624729749,-1.6438834121622077,3.4391873804453574
51,1,6,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,30.78075,24.377925,4.759755,1.64307,0,0.7273398675855276,-1.86947557843783,0.7236943466659578,-1.340216252983002,-1.6794319755499658,3.4380895927193116
51,1,7,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,25.5887775,23.08717125,1.71331875,0.7882875,0,0.7088161173852612,-1.9903054529726476,0.6651010146441405,-1.1879589804477102,-1.6108158312677436,3.4151631326586984
51,1,8,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,22.47102,18.36549,2.54826,1.55727,0,0.7607173616076057,-1.9223568534244269,0.6877129393175792,-1.3071712143341934,-1.6794106748140374,3.460508441647472
51,1,9,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,30.15441,26.30628,1.27413,2.574,0,0.7516367101496235,-1.8879188342064892,0.6571563370479634,-1.2796710974330305,-1.6601349033357775,3.4189317877777086
51,1,10,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,24.31143,22.34232,1.96911,0,0,0.7361301171014576,-2.0282654101728492,0.6834816528106868,-1.229757713955078,-1.6228003020646846,3.4612116562804665
51,2,1,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,29.80263,25.63704,2.108535,2.057055,0,0.5401556360036484,-1.9987430442579455,0.7035764821352792,-1.1973822790577677,-1.583799192195238,3.5361923973720213
51,2,2,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,30.06432,28.15956,1.90476,0,0,0.6095939456652237,-2.005827162988442,0.6636507633275279,-1.1394082611544598,-1.591393384897517,3.463384100047667
51,2,3,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,27.81207,25.50834,1.287,1.01673,0,0.6744308830136418,-1.9860126638212363,0.63789286077342,-1.2168795762833686,-1.5631558130012029,3.4537243093187495
51,2,4,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,28.90602,23.84811,2.58687,2.47104,0,0.7227429027884842,-1.9587921926579703,0.6157266158197165,-1.2168548479285937,-1.587228636225488,3.4244061582038516
51,2,5,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,25.98453,23.82237,1.33848,0.82368,0,0.7097651097214106,-2.0405282977231476,0.6749020106766852,-1.2295980815068184,-1.5636042256328384,3.449063484464704
51,2,6,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,28.50705,26.3835,2.12355,0,0,0.6815468153141597,-1.944050368242682,0.6746547325236785,-1.225585379698447,-1.6563682957909012,3.469802495894191
51,2,7,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,31.11966,24.94206,5.44401,0.73359,0,0.6929441861140715,-1.9891874259704583,0.4472668404315949,-1.0462284470141423,-1.592772153382212,3.4879769998211483
51,2,8,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,31.96908,27.78633,4.18275,0,0,0.8033073461471112,-1.9316934755165658,0.6610097447271417,-1.3145322019345427,-1.6379323569884026,3.419840943565257
51,2,9,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,29.63961,25.67565,3.96396,0,0,0.7363479421913426,-1.9727017592439506,0.5205036933587444,-1.128981720204631,-1.567236651135787,3.4120684950342848
51,2,10,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,22.93434,21.67308,1.26126,0,0,0.7341838470191351,-2.0606925287386266,0.730658469956678,-1.280533971189051,-1.64517708477696,3.521561267728829
52,1,1,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,29.97423,20.56626,3.19605,6.21192,0,0.5250132240084682,-1.8860185266952718,0.4478890374278146,-0.8580238052411162,-1.6448564698783836,3.415996540378489
52,1,2,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,26.591565,23.14884,3.442725,0,0,0.5992568939502574,-1.899888980452225,0.3477240892968072,-0.9074989050394233,-1.5667445339236874,3.4271514361682707
52,1,3,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,31.693662,25.616448,3.271554,2.80566,0,0.602579400832906,-1.8838412537863092,0.29811585141912156,-0.8805391449225248,-1.5571570235312593,3.4208421699880662
52,1,4,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,32.353035,17.47746,3.580005,11.29557,0,0.6008370162423344,-1.8749703896905516,0.31498142831658793,-0.8914274308072296,-1.52922451628401,3.3798038922228693
52,1,5,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,30.44184,22.0077,5.956665,2.477475,0,0.651111179717192,-1.9825308165487132,0.2802480260449127,-0.828568432797439,-1.506448141226596,3.3861881848106443
52,1,6,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,32.185296,22.988394,3.933072,5.26383,0,0.6445848036343653,-1.8716443172826764,0.3281023294862533,-0.9373350799058429,-1.595390940654518,3.4316832047224213
52,1,7,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,26.27196,18.097365,2.885025,5.28957,0,0.6524360076662918,-1.8710774189004415,0.4272432753071467,-0.9337332778284542,-1.6268804583883996,3.3520118721438577
52,1,8,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,22.72842,19.12482,2.03346,1.57014,0,0.6422722854804634,-1.8087328126318556,0.3362233361586071,-0.9885859413106028,-1.5855892613176459,3.4044123936210338
52,1,9,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,28.196025,18.39981,4.50879,5.287425,0,0.6311095613605078,-1.8830984288731059,0.2755113123353339,-0.871497517194626,-1.572943500569267,3.420918572941158
52,1,10,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,28.444845,25.300275,0.69069,2.45388,0,0.5993304908628443,-1.8614231734371591,0.44116191955688633,-0.9821737132433537,-1.6382796221229494,3.4413840983837294
52,2,1,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,29.54523,22.61688,1.696695,5.231655,0,0.5196291438236398,-1.8792986535889198,0.39563490807461577,-0.9098980964008168,-1.55261442333387,3.4265471214253527
52,2,2,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,30.838665,26.964795,2.88288,0.99099,0,0.6192144759766753,-1.9264124390690838,0.3688286796692033,-0.9486366235442483,-1.562447061867672,3.4494529688351285
52,2,3,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,24.92114625,21.11967,3.159585,0.64189125,0,0.5765297297542507,-1.7411334234938929,0.40794180994474427,-1.0195483076134133,-1.6148396981696003,3.3910498895779155
52,2,4,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,29.0433,23.416965,3.747315,1.87902,0,0.6610523063671936,-1.8963511698912252,0.37389854245988374,-0.9531529850971459,-1.5861962415873863,3.400749547748682
52,2,5,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,28.882425,17.70483,5.175885,6.00171,0,0.6544691820303559,-1.7934276421237434,0.3698953835367944,-1.0420115534398229,-1.5623159211603572,3.373390551156772
52,2,6,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,23.30328,16.081065,1.576575,5.64564,0,0.7127681520024352,-1.8976358094979018,0.3584292678612506,-0.9996942162919433,-1.570951579242852,3.397084185169009
52,2,7,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,28.581696,19.963944,2.545686,6.072066,0,0.7177055362168137,-1.9038526335319532,0.4406966585611247,-1.1306627452984714,-1.5639848079096015,3.4400979919620895
52,2,8,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,24.55596,15.94593,0.65637,7.95366,0,0.6563561756018479,-1.9028072447926445,0.3814287095332043,-0.9684980074158109,-1.5598624936658143,3.393382860739218
52,2,9,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,28.8717,22.68123,2.996565,3.193905,0,0.7104718334124245,-1.9542124898337927,0.5626968910403813,-1.0626143705500088,-1.6604513713056295,3.404109507236622
52,2,10,2002,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,26.82108,20.91375,3.721575,2.185755,0,0.5929761633490469,-1.9275295629120763,0.4912869750469335,-0.9180450541399741,-1.62828666805922,3.3895981467152905
53,1,1,2002,48.797222,-72.2425,10% fleur,Argos,late,45.6456,32.04201,6.33633,7.26726,0,0.6198268147391937,-1.8204476810280386,0.705280963280217,-1.2814511802953512,-1.751454809541087,3.5282458928450655
53,1,2,2002,48.797222,-72.2425,10% fleur,Argos,late,37.32729,29.054025,5.46546,2.807805,0,0.7297274593997662,-1.9341966836598883,0.6831991491741904,-1.2163568905095716,-1.7110531323456786,3.4486800979411836
53,1,3,2002,48.797222,-72.2425,10% fleur,Argos,late,42.657615,31.366335,3.738735,7.552545,0,0.7422888566947639,-1.8276646813513486,0.6184559434014951,-1.2019587815869364,-1.7442830724122973,3.4131617352543233
53,1,4,2002,48.797222,-72.2425,10% fleur,Argos,late,43.36332,28.43841,4.699695,10.225215,0,0.7616988600315433,-1.6888271961554469,0.5001328713308788,-1.2589706349231231,-1.7075193291675999,3.3934854288837513
53,1,5,2002,48.797222,-72.2425,10% fleur,Argos,late,56.30625,36.453417,8.024016,11.828817,0,0.7667636089462522,-1.856801665270639,0.47365232673219904,-1.0903232116251442,-1.6781098765272628,3.3848188177445944
53,1,6,2002,48.797222,-72.2425,10% fleur,Argos,late,42.70266,29.7297,8.123115,4.849845,0,0.8082064649513727,-1.7470429073917932,0.4545295028805292,-1.1790588697858544,-1.7276248215346923,3.3909906308804394
53,1,7,2002,48.797222,-72.2425,10% fleur,Argos,late,58.37832,37.549512,5.657652,15.171156,0,0.8188867187061581,-1.7540190679392809,0.4017601012215466,-1.1305518080173251,-1.6979296012882368,3.3618536573171385
53,1,8,2002,48.797222,-72.2425,10% fleur,Argos,late,43.18314,25.630605,7.65765,9.894885,0,0.841009722010361,-1.646816637880974,0.39235100466092154,-1.283148658451271,-1.6825347204830532,3.3791392901440145
53,1,9,2002,48.797222,-72.2425,10% fleur,Argos,late,42.087045,24.519495,8.22822,9.33933,0,0.849935573877572,-1.7754573935436282,0.3716427966100224,-1.1656918219227341,-1.662128708236625,3.381699553215394
53,1,10,2002,48.797222,-72.2425,10% fleur,Argos,late,50.33028,30.075045,7.98798,12.267255,0,0.7627723507466282,-1.6334686619557157,0.5877091564029961,-1.3367367539840167,-1.8121604506990918,3.4318843594892003
53,2,1,2002,48.797222,-72.2425,10% fleur,Argos,late,45.97593,32.58255,7.98798,5.4054,0,0.6677967817357473,-1.766790757862546,0.7756857437469322,-1.4791086854107651,-1.7022522367249748,3.504669154515608
53,2,2,2002,48.797222,-72.2425,10% fleur,Argos,late,42.19215,33.318285,4.77477,4.099095,0,0.6870853900402718,-1.8578574731917876,0.6415271957768653,-1.3570821852792991,-1.6549166291950974,3.5412437018490475
53,2,3,2002,48.797222,-72.2425,10% fleur,Argos,late,41.936895,38.543505,1.5015,1.89189,0,0.7426582244307061,-1.7926606498985937,0.534617055685823,-1.38719554179043,-1.6065583702647337,3.5091392818372262
53,2,4,2002,48.797222,-72.2425,10% fleur,Argos,late,39.18915,26.141115,3.21321,9.834825,0,0.8270598983364845,-1.7694642470644175,0.6866634381735395,-1.5420744048687562,-1.6493199352223544,3.447135250645506
53,2,5,2002,48.797222,-72.2425,10% fleur,Argos,late,32.177145,21.936915,4.999995,5.240235,0,0.8683024632889418,-1.7272567967386498,0.5753282962553956,-1.4601940114896053,-1.7070540894211303,3.4508741381050445
53,2,6,2002,48.797222,-72.2425,10% fleur,Argos,late,45.474429,30.231201,7.072065,8.171163,0,0.8416285506964014,-1.7243971503763906,0.5701557709203904,-1.5092857707594454,-1.6110684650693874,3.432967064588431
53,2,7,2002,48.797222,-72.2425,10% fleur,Argos,late,49.234185,32.88285,9.66966,6.681675,0,0.840299574224002,-1.8237533064874283,0.36862864637300286,-1.233554095179925,-1.5748572590708037,3.4232364401411517
53,2,8,2002,48.797222,-72.2425,10% fleur,Argos,late,36.9369,32.46243,2.387385,2.087085,0,0.812500732967024,-1.7387712258119161,0.5488082265642595,-1.4945742652998741,-1.618626913969853,3.4906634455503585
53,2,9,2002,48.797222,-72.2425,10% fleur,Argos,late,44.849805,31.005975,6.3063,7.53753,0,0.825311533612612,-1.8056584703185012,0.4241271230670307,-1.2490868247643063,-1.6127548041940094,3.4180614425971707
53,2,10,2002,48.797222,-72.2425,10% fleur,Argos,late,37.20717,30.48045,4.71471,2.01201,0,0.7903449632901367,-1.7708406116119235,0.7778775509210303,-1.6608397163975956,-1.681893125595428,3.545350939393781
54,1,1,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,25.00801875,23.59231875,1.4157,NA,0,0.7850894595202189,-1.8924216140173198,0.2043114247725768,-1.0789107512074998,-1.448929110319917,3.4308605912519403
54,1,2,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,30.38124375,23.89476375,3.11454,3.37194,0,0.7033280373443809,-1.9982145486010907,0.6971428257026999,-1.1902918534487172,-1.6773068285209893,3.465342367523718
54,1,3,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,22.129965,15.45526125,3.68242875,2.992275,0,0.7133586550935704,-1.9797658957919642,0.7171110047121205,-1.232551493961743,-1.734643437758979,3.516491167706992
54,1,4,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,27.80402625,21.24837,3.69529875,2.8603575,0,0.7150630907850895,-2.0013729036933947,0.6395623607460643,-1.1730509447651967,-1.6136073726846307,3.4334057696120706
54,1,5,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,31.6119375,21.92887125,7.28281125,2.400255,0,0.6952317497418927,-2.020933582579308,0.6532150668472205,-1.1856119132388199,-1.6154684744711436,3.473567153700155
54,1,6,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,32.16213,24.29856,3.15315,4.71042,0,0.619648073227236,-2.06699821921182,0.6870370951322129,-1.104722374095842,-1.6230668302758602,3.488102255224074
54,1,7,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,30.57107625,26.196885,2.88770625,1.486485,0,0.7011739211752612,-1.9991542338330386,0.4487514595399933,-1.1088389883621441,-1.4580232605717192,3.4160911020516482
54,1,8,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,31.4124525,21.254805,4.5270225,5.630625,0,0.7732355874648276,-1.9911599398094793,0.43413430717700585,-1.18022972359315,-1.5493271875304395,3.513346956291236
54,1,9,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,26.8178625,22.05435375,1.83558375,2.927925,0,0.7157577664525703,-2.0845677107588103,0.6066753720270182,-1.1558544588860982,-1.6184779808342111,3.536467011999528
54,1,10,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,30.89282625,26.99965125,2.2940775,1.5990975,0,0.6896809261729087,-2.19168987086428,0.7111486557970146,-1.0718001837488855,-1.582625807514876,3.4452862801581143
54,2,1,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,26.3738475,20.6338275,2.59974,3.14028,0,0.678708495984806,-1.9739773466319894,0.5889456676843148,-1.2295368716844939,-1.5340260624526554,3.4698861171000166
54,2,2,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,28.30113,22.53537,2.7027,3.06306,0,0.7079077289981033,-2.0251602350793942,0.7202774980944358,-1.2110604441017867,-1.6886879984581813,3.4967234505468228
54,2,3,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,31.55724,30.21876,1.33848,NA,0,0.6590341427075583,-2.1772106549774843,0.7466444070454687,-1.0679030771926268,-1.622213812898356,3.4616489953154383
54,2,4,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,30.3635475,24.9452775,2.37934125,3.03892875,0,0.6676428698844741,-2.020562597771947,0.5321666483548144,-1.1148539752283289,-1.4837614876026959,3.419368542363686
54,2,5,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,24.3468225,21.846825,1.17117,1.3288275,0,0.7470708415678491,-2.056289539338686,0.6416082902995064,-1.222063760518835,-1.6407740953770196,3.5304482633671843
54,2,6,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,32.31657,25.43112,5.26383,1.62162,0,0.7081834283542077,-1.9855302600713478,0.39501637439240955,-1.1421008764620653,-1.469313787670481,3.4937451214572746
54,2,7,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,25.04502,22.07205,NA,2.97297,0,0.6923000592337347,-2.1416260432275673,0.5103346912235995,-1.0230130878527874,-1.4792505213343756,3.4412549019574
54,2,8,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,29.54469375,25.32655125,2.3906025,1.82754,0,0.6732276557109196,-2.01883964068446,0.3260798161361458,-1.0447900746581125,-1.395651048731425,3.4599732922269326
54,2,9,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,32.48870625,24.65892,2.93918625,4.8906,0,0.7124396795737589,-1.93783272086164,0.6471573874833432,-1.2446855403016945,-1.6835985824773987,3.506519776583633
54,2,10,2002,48.797222,-72.2425,10% fleur,AC Belmont,early,27.33856125,22.45117875,3.2657625,1.62162,0,0.6795170778877777,-2.16053556981868,0.7353763684531001,-1.1428923436842369,-1.629907318756509,3.51844178591855
55,1,1,2002,48.797222,-72.2425,10% fleur,Superior,early mid-season,68.1756075,26.5540275,11.756745,29.864835,0,0.7213027299812302,-2.012879233468807,0.5586418891559641,-1.2777678538098298,-1.5077842844118017,3.518486752553243
