NoEssai,NoBloc,NoTraitement,Annee,LatDD,LonDD,AnalyseFoliaireStade,Cultivar,Maturity5,AnalyseFoliaireC,AnalyseFoliaireS,AnalyseFoliaireN,AnalyseFoliaireP,AnalyseFoliaireK,AnalyseFoliaireCa,AnalyseFoliaireMg,AnalyseFoliaireB,AnalyseFoliaireCu,AnalyseFoliaireZn,AnalyseFoliaireMn,AnalyseFoliaireFe,AnalyseFoliaireAl,RendVendable,RendPetit,RendMoy,RendGros
125,10000,18,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.34,10.78,0.46,0.17,NA,NA,NA,NA,NA,NA,31.71,NA,NA,NA
125,10000,19,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.25,10.37,0.47,0.16,NA,NA,NA,NA,NA,NA,25.93,NA,NA,NA
125,10000,20,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.27,9.18,0.46,0.14,NA,NA,NA,NA,NA,NA,25.79,NA,NA,NA
125,10000,21,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.27,10.73,0.36,0.14,NA,NA,NA,NA,NA,NA,18.03,NA,NA,NA
125,10000,22,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.36,9.62,0.52,0.26,NA,NA,NA,NA,NA,NA,23.44,NA,NA,NA
125,10000,23,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.22,9.07,0.57,0.16,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA
125,10000,24,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.24,10.6,0.45,0.14,NA,NA,NA,NA,NA,NA,26.34,NA,NA,NA
125,10000,25,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.31,7.87,0.6,0.23,NA,NA,NA,NA,NA,NA,28.87,NA,NA,NA
125,10000,26,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.33,10.24,0.55,0.2,NA,NA,NA,NA,NA,NA,22.83,NA,NA,NA
125,10000,27,1970,46.016667,-73.566667,10% fleur,Kennebec,mid-season,NA,NA,NA,0.37,10.35,0.34,0.16,NA,NA,NA,NA,NA,NA,31.6,NA,NA,NA
126,10000,1,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA
126,10000,2,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,NA,NA,NA
126,10000,3,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,NA,NA,NA
126,10000,4,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,NA,NA
126,10000,5,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,NA,NA,NA
126,10000,6,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,NA,NA,NA
126,10000,7,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,NA,NA,NA
126,10000,8,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,NA,NA,NA
126,10000,9,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,NA,NA,NA
126,10000,10,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,NA,NA,NA
126,10000,11,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,NA,NA,NA
126,10000,12,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
126,10000,13,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,NA,NA,NA
126,10000,14,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA
126,10000,15,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,NA,NA
126,10000,16,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,NA,NA,NA
126,10000,17,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,NA,NA,NA
126,10000,18,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA
126,10000,19,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,NA,NA,NA
126,10000,20,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,NA,NA,NA
126,10000,21,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7,NA,NA,NA
126,10000,22,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,NA,NA,NA
126,10000,23,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,NA,NA,NA
126,10000,24,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,NA,NA,NA
126,10000,25,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,NA,NA,NA
126,10000,26,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,NA
126,10000,27,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,NA
127,10000,1,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA,NA,NA
127,10000,2,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
127,10000,3,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
127,10000,4,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,NA,NA,NA
127,10000,5,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA
127,10000,6,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA
127,10000,7,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA
127,10000,8,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA
127,10000,9,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA
127,10000,10,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA
127,10000,11,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA
127,10000,12,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA
127,10000,13,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
127,10000,14,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA
127,10000,15,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,NA,NA,NA
127,10000,16,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,NA,NA,NA
127,10000,17,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA
127,10000,18,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,NA,NA,NA
127,10000,19,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
127,10000,20,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA
127,10000,21,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA
127,10000,22,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA
127,10000,23,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA
127,10000,24,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA
127,10000,25,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA
127,10000,26,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
127,10000,27,1993,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,NA,NA,NA
128,10000,1,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA
128,10000,2,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,NA,NA,NA
128,10000,3,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA
128,10000,4,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA
128,10000,5,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA
128,10000,6,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA
128,10000,7,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA
128,10000,8,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA
128,10000,9,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA
128,10000,10,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA
128,10000,11,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,NA,NA,NA
128,10000,12,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA
128,10000,13,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA
128,10000,14,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
128,10000,15,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA
128,10000,16,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA
128,10000,17,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA
128,10000,18,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA
128,10000,19,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,NA
128,10000,20,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,NA,NA,NA
128,10000,21,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
128,10000,22,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,NA
128,10000,23,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA
128,10000,24,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA,NA,NA
128,10000,25,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA
128,10000,26,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA
128,10000,27,1994,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,NA,NA
129,10000,1,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA
129,10000,2,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA
129,10000,3,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA
129,10000,4,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA
129,10000,5,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA
129,10000,6,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
129,10000,7,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA
129,10000,8,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA
129,10000,9,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,NA,NA,NA
129,10000,10,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA
129,10000,11,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA
129,10000,12,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA
129,10000,13,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,NA,NA,NA
129,10000,14,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA
129,10000,15,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA
129,10000,16,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA
129,10000,17,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA
129,10000,18,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA
129,10000,19,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,NA
129,10000,20,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA
129,10000,21,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,NA,NA,NA
129,10000,22,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
129,10000,23,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA
129,10000,24,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA
129,10000,25,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
129,10000,26,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA
129,10000,27,1995,46.609444,-71.174444,NA,Superior,early mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA
130,10000,10000,2001,45.966667,-73.216667,NA,AC Chaleur,early,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,10000,10000,2001,45.966667,-73.216667,NA,Chieftain,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,10000,10000,2001,46.632778,-71.816389,NA,Chieftain,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,10000,10000,2001,46.916667,-70.9,NA,Krantz,mid-season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,10000,10000,2001,46.966667,-70.966667,NA,Snowden,late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1,1,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,47.37,0.3081,4.244,0.26,4.03,1.25,0.34,NA,0,0.006,0.029,0.024,0.0024,18.7,2.4,16.3,0
135,1,2,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.69,0.3834,6.197,0.34,3.51,1.18,0.5,NA,1e-4,0.007,0.04,0.008,0.0038,48.8,0.6,43.1,5.1
135,1,3,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.3,0.3388,6.466,0.35,2.71,1.39,0.55,NA,NA,0.007,0.037,0.01,0.003,46,1.6,39.9,4.4
135,1,4,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.76,0.3385,6.355,0.32,3.7,1.23,0.53,NA,0,0.006,0.036,0.009,0.0026,41.1,2.3,33.8,5.1
135,1,5,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.37,0.4079,6.408,0.38,3.94,1.25,0.54,NA,4e-4,0.007,0.046,0.012,0.0012,49.6,2.3,39.3,8
135,2,1,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.98,0.3144,4.398,0.27,4.17,1.18,0.35,NA,2e-4,0.007,0.033,0.015,0.0024,29.6,3.1,26.5,0
135,2,2,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.77,0.3399,5.947,0.33,4.06,1.22,0.6,NA,NA,0.006,0.039,0.011,0.0038,48.5,1.9,45,1.6
135,2,3,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.63,0.3308,6.361,0.38,4.37,1.35,0.54,NA,2e-4,0.006,0.041,0.009,0.003,39.5,1.6,31.8,6
135,2,4,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.87,0.3318,6.341,0.37,4.28,1.26,0.64,NA,0,0.006,0.038,0.009,0.0026,41.4,1.2,40.1,0
135,2,5,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,NA,NA,NA,NA
135,3,1,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,47,0.3077,4.002,0.23,3.73,1.14,0.39,NA,NA,0.005,0.025,0.015,0.0024,16.4,3.2,13.2,0
135,3,2,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,48.15,0.344,5.867,0.32,4.06,1.32,0.61,NA,NA,0.005,0.037,0.011,0.0038,30.8,3.1,27.8,0
135,3,3,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,45.26,0.3185,5.907,0.33,4.01,1.33,0.57,NA,0,0.005,0.036,0.01,0.003,38.8,1.5,32,5.3
135,3,4,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.37,0.3295,6.573,0.38,4.19,1.34,0.57,NA,3e-4,0.007,0.048,0.013,0.0026,45.2,2.3,37.1,5.9
135,3,5,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,46.44,0.3242,6.545,0.37,4.2,1.33,0.54,NA,1e-4,0.006,0.042,0.019,0.0012,28.9,1.3,22.1,5.4
135,4,1,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,49.34,0.3797,6.628,0.36,3.86,1.18,0.5,NA,2e-4,0.006,0.047,0.022,NA,22.6,3.8,18.7,0
135,4,2,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,48.12,0.3355,5.998,0.33,3.65,1.22,0.47,NA,NA,0.006,0.036,0.013,NA,42.4,2.1,38.3,2.1
135,4,3,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,47.69,0.3253,4.079,0.24,4.13,1.29,0.34,NA,NA,0.006,0.024,0.131,NA,48.9,2.3,44.4,2.1
135,4,4,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,47.48,0.3291,6.429,0.35,4.81,1.25,0.53,NA,NA,0.006,0.039,0.012,NA,44.9,1.3,41.3,2.4
135,4,5,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,3.2,43.7,5.5
135,5,1,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,47.57,0.3078,4.884,0.28,4.31,1.26,0.36,NA,NA,0.007,0.036,0.03,NA,25.6,3.2,22.3,0
135,5,2,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,47.66,0.3436,5.881,0.36,4.22,1.32,0.57,NA,NA,0.006,0.038,0.02,NA,46,1.9,39.9,4.1
135,5,3,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,47.59,0.3052,5.335,0.31,4.72,1.05,0.42,NA,NA,0.005,0.031,0.01,NA,34.6,3.5,29.6,1.4
135,5,4,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,47.15,0.3303,6.43,0.38,4.85,1.23,0.48,NA,1e-4,0.006,0.043,0.045,NA,47.5,2.9,42.3,2.3
135,5,5,2009,46.803889,-71.653175,10% fleur,FL 1207,mid-season late,47.1,0.3144,6.138,0.33,4.5,1.27,0.52,NA,NA,0.006,0.04,0.011,NA,39.9,1.7,36.4,1.7
136,1,1,2009,46.576389,-72.168333,10% fleur,Goldrush,mid-season,44.48,0.3531,5.355,0.47,4.98,0.5,0.25,NA,0.0011,0.004,0.004,0.007,0.0017,51.7,8.5,19.4,23.8
136,1,2,2009,46.576389,-72.168333,10% fleur,Goldrush,mid-season,45.69,0.3611,6.452,0.47,4.78,0.69,0.3,NA,0.0014,0.005,0.014,0.045,0.0013,73.5,11.5,37.4,24.5
136,1,3,2009,46.576389,-72.168333,10% fleur,Goldrush,mid-season,44.56,0.3556,6.872,0.48,4.65,0.81,0.35,NA,0.0011,0.004,0.017,0.015,6e-4,51.1,6.8,18.2,26
136,1,4,2009,46.576389,-72.168333,10% fleur,Goldrush,mid-season,44.45,0.3318,6.751,0.49,4.57,0.83,0.37,NA,0.0012,0.005,0.017,0.024,0.001,49.3,7.3,15.1,27
136,1,5,2009,46.576389,-72.168333,10% fleur,Goldrush,mid-season,44.22,0.3293,6.413,0.48,4.76,0.69,0.32,NA,0.0012,0.004,0.016,0.01,0.0032,53.4,6,20.6,26.8
