"";"NoEssai";"NoBloc";"NoTraitement";"clr_N";"clr_P";"clr_K";"clr_Mg";"clr_Ca";"clr_Fv";"Cultivar";"Maturity5";"RendVendable";"yieldClass";"ionomicGroup"
"670";49;3;8;0,757160245622909;-1,84133385516121;0,544632846771889;-2,03238909192392;-0,825788165191712;3,39771801988204;"Aquilon";"mid-season";29,59769231;"HY";"4"
"671";49;3;9;0,682308216145606;-2,14815625518026;0,550965315177651;-1,72071224035332;-0,904962737701041;3,54055770191136;"Aquilon";"mid-season";25,615;"HY";"4"
"672";49;3;10;0,748429770598952;-1,79649129308;0,302208065204253;-1,75300618114026;-0,988033266009058;3,4868929044261;"Aquilon";"mid-season";32,4275;"HY";"4"
"673";49;3;11;0,780361956695343;-1,7582199002454;0,283276709870308;-1,80170501218514;-0,983394688671191;3,47968093453609;"Aquilon";"mid-season";30,18461538;"HY";"4"
"674";50;1;1;0,673337670800649;-1,97342796855044;0,633368498846597;-2,09121100420682;-0,769455164224504;3,52738796733452;"Coastal Russet";"mid-season";20,928;"LY";"4"
"675";50;1;12;0,673337670800649;-1,97342796855044;0,633368498846597;-2,09121100420682;-0,769455164224504;3,52738796733452;"Coastal Russet";"mid-season";15,48492063;"LY";"4"
"676";50;1;2;0,781861678394835;-1,42811381030813;0,152750729681913;-1,84064608563939;-1,05606469911981;3,39021218699058;"Coastal Russet";"mid-season";41,13565217;"HY";"4"
"677";50;1;13;0,781861678394835;-1,42811381030813;0,152750729681913;-1,84064608563939;-1,05606469911981;3,39021218699058;"Coastal Russet";"mid-season";37,54444444;"HY";"4"
"678";50;1;3;0,83428018835608;-1,87154531772402;0,582990234187682;-2,10111975936852;-0,991812181583662;3,54720683613244;"Coastal Russet";"mid-season";33,39363636;"HY";"4"
"679";50;1;14;0,83428018835608;-1,87154531772402;0,582990234187682;-2,10111975936852;-0,991812181583662;3,54720683613244;"Coastal Russet";"mid-season";32,81122449;"LY";"4"
"680";50;1;4;0,688108834612561;-1,89270590232194;0,630915259646749;-2,16299623206185;-0,820761860735993;3,55743990086048;"Coastal Russet";"mid-season";32,31071429;"LY";"4"
"681";50;1;15;0,688108834612561;-1,89270590232194;0,630915259646749;-2,16299623206185;-0,820761860735993;3,55743990086048;"Coastal Russet";"mid-season";32,25510204;"LY";"4"
"682";50;1;5;0,724541588056461;-1,80434485584807;0,552552226499712;-2,09980906874191;-0,892716137079729;3,51977624711354;"Coastal Russet";"mid-season";27,86608696;"LY";"4"
"683";50;1;16;0,724541588056461;-1,80434485584807;0,552552226499712;-2,09980906874191;-0,892716137079729;3,51977624711354;"Coastal Russet";"mid-season";31,5092437;"LY";"4"
"684";50;1;6;0,658759049120131;-1,82785069503354;0,444743684276822;-1,97445416922542;-0,775758422000325;3,47456055286233;"Coastal Russet";"mid-season";20,54230769;"LY";"4"
"685";50;1;17;0,658759049120131;-1,82785069503354;0,444743684276822;-1,97445416922542;-0,775758422000325;3,47456055286233;"Coastal Russet";"mid-season";25,82261905;"LY";"4"
"686";50;1;7;0,869394457556677;-1,62801235499556;0,296098565717174;-2,13256836574795;-0,888774067235343;3,483861764705;"Coastal Russet";"mid-season";33,7426087;"HY";"4"
"687";50;1;18;0,869394457556677;-1,62801235499556;0,296098565717174;-2,13256836574795;-0,888774067235343;3,483861764705;"Coastal Russet";"mid-season";29,69693878;"LY";"4"
"688";50;1;8;0,666592863144072;-1,61918511153359;0,415520536304852;-2,04996802762605;-0,771887251146389;3,3589269908571;"Coastal Russet";"mid-season";31,48888889;"LY";"4"
"689";50;1;19;0,666592863144072;-1,61918511153359;0,415520536304852;-2,04996802762605;-0,771887251146389;3,3589269908571;"Coastal Russet";"mid-season";36,08907563;"HY";"4"
"690";50;1;9;0,655894870315317;-1,49516236287618;0,406492777175097;-2,04723094517621;-0,914132480436936;3,39413814099891;"Coastal Russet";"mid-season";27,58173913;"LY";"4"
"691";50;1;20;0,655894870315317;-1,49516236287618;0,406492777175097;-2,04723094517621;-0,914132480436936;3,39413814099891;"Coastal Russet";"mid-season";24,9962406;"LY";"4"
"692";50;1;10;0,916509544745677;-1,20930815872431;-0,149410382236891;-2,21146018120486;-0,860257139896237;3,51392631731662;"Coastal Russet";"mid-season";37,34434783;"HY";"4"
"693";50;1;21;0,916509544745677;-1,20930815872431;-0,149410382236891;-2,21146018120486;-0,860257139896237;3,51392631731662;"Coastal Russet";"mid-season";33,98235294;"HY";"4"
"694";50;1;11;0,67489609276088;-1,57182386739177;0,536367087574051;-1,90496831392031;-1,14437985256483;3,40990885354198;"Coastal Russet";"mid-season";42,1176;"HY";"4"
"695";50;1;22;0,67489609276088;-1,57182386739177;0,536367087574051;-1,90496831392031;-1,14437985256483;3,40990885354198;"Coastal Russet";"mid-season";38,46142857;"HY";"4"
"696";50;2;1;0,744417732314844;-1,36926419251969;0,314662571905147;-2,07583439341178;-1,00462107893178;3,39063936064326;"Coastal Russet";"mid-season";29,74142857;"LY";"4"
"697";50;2;12;0,744417732314844;-1,36926419251969;0,314662571905147;-2,07583439341178;-1,00462107893178;3,39063936064326;"Coastal Russet";"mid-season";11,15952381;"LY";"4"
"698";50;2;2;0,749289313316933;-1,45703353389855;0,268034560830835;-2,02881985745423;-1,04087313667364;3,50940265387864;"Coastal Russet";"mid-season";37,81461538;"HY";"4"
"699";50;2;13;0,749289313316933;-1,45703353389855;0,268034560830835;-2,02881985745423;-1,04087313667364;3,50940265387864;"Coastal Russet";"mid-season";16,71879699;"LY";"4"
"700";50;2;3;0,722832870180865;-2,3342398814353;0,762713919186076;-1,94337357274829;-0,825343198223074;3,61740986303971;"Coastal Russet";"mid-season";41,02363636;"HY";"4"
"701";50;2;14;0,722832870180865;-2,3342398814353;0,762713919186076;-1,94337357274829;-0,825343198223074;3,61740986303971;"Coastal Russet";"mid-season";31,72678571;"LY";"4"
"702";50;2;4;0,809694723698272;-1,36233241881059;0,35133861344603;-1,98742613612552;-1,26830346916231;3,45702868695412;"Coastal Russet";"mid-season";35,9226087;"HY";"4"
"703";50;2;15;0,809694723698272;-1,36233241881059;0,35133861344603;-1,98742613612552;-1,26830346916231;3,45702868695412;"Coastal Russet";"mid-season";28,51517857;"LY";"4"
"704";50;2;5;0,812602481025106;-1,73047480161776;0,221370082957366;-1,68965280709751;-1,10186614219539;3,48802118692819;"Coastal Russet";"mid-season";39,5888;"HY";"4"
"705";50;2;16;0,812602481025106;-1,73047480161776;0,221370082957366;-1,68965280709751;-1,10186614219539;3,48802118692819;"Coastal Russet";"mid-season";15,89924812;"LY";"4"
"706";50;2;6;0,788580107607689;-1,57245187695834;0,309458689264011;-2,04623622904398;-1,03188428399361;3,55253359312424;"Coastal Russet";"mid-season";25,97043478;"LY";"4"
"707";50;2;17;0,788580107607689;-1,57245187695834;0,309458689264011;-2,04623622904398;-1,03188428399361;3,55253359312424;"Coastal Russet";"mid-season";13,18991597;"LY";"4"
"708";50;2;7;0,711961140969113;-1,71566193070066;0,274832124962679;-1,95489161976649;-0,847310661115624;3,53107094565099;"Coastal Russet";"mid-season";37,605;"HY";"4"
"709";50;2;18;0,711961140969113;-1,71566193070066;0,274832124962679;-1,95489161976649;-0,847310661115624;3,53107094565099;"Coastal Russet";"mid-season";32,33361345;"LY";"4"
"710";50;2;8;0,80373936270618;-1,34608297573546;0,209552230705669;-2,08802032046483;-0,864244888842717;3,28505659163116;"Coastal Russet";"mid-season";36,16235294;"HY";"4"
"711";50;2;19;0,80373936270618;-1,34608297573546;0,209552230705669;-2,08802032046483;-0,864244888842717;3,28505659163116;"Coastal Russet";"mid-season";41,06964286;"HY";"4"
"712";50;2;9;0,889556197634628;-1,7007109678112;0,676775433355965;-2,04163755478179;-1,39649959340821;3,5725164850106;"Coastal Russet";"mid-season";22,4104;"LY";"4"
"713";50;2;20;0,889556197634628;-1,7007109678112;0,676775433355965;-2,04163755478179;-1,39649959340821;3,5725164850106;"Coastal Russet";"mid-season";15,65793651;"LY";"4"
"714";50;2;10;0,823432824922893;-1,63816505823964;0,532567903649603;-2,13600348647882;-1,09265387648576;3,51082169263172;"Coastal Russet";"mid-season";41,61818182;"HY";"4"
"715";50;2;21;0,823432824922893;-1,63816505823964;0,532567903649603;-2,13600348647882;-1,09265387648576;3,51082169263172;"Coastal Russet";"mid-season";9,709243697;"LY";"4"
"716";50;2;11;0,853157735864513;-1,82030102046808;0,526300957942742;-2,29030464971381;-0,845741380469947;3,57688835684458;"Coastal Russet";"mid-season";39,05833333;"HY";"4"
"717";50;2;22;0,853157735864513;-1,82030102046808;0,526300957942742;-2,29030464971381;-0,845741380469947;3,57688835684458;"Coastal Russet";"mid-season";38,83125;"HY";"4"
"718";50;3;1;0,635134489509474;-1,81082918632992;0,50623392584478;-1,63897892940326;-1,08691034710322;3,39535004748214;"Coastal Russet";"mid-season";24,49904762;"LY";"4"
"719";50;3;12;0,635134489509474;-1,81082918632992;0,50623392584478;-1,63897892940326;-1,08691034710322;3,39535004748214;"Coastal Russet";"mid-season";17,24835165;"LY";"4"
"720";50;3;2;0,759208168031816;-1,72263256213435;0,472321866667331;-1,92557340613104;-1,05010466877714;3,46678060234338;"Coastal Russet";"mid-season";33,93217391;"HY";"4"
"721";50;3;13;0,759208168031816;-1,72263256213435;0,472321866667331;-1,92557340613104;-1,05010466877714;3,46678060234338;"Coastal Russet";"mid-season";26,83781513;"LY";"4"
"722";50;3;3;0,718857034564564;-1,95567468324435;0,330103291433311;-1,95567468324435;-0,695006535241873;3,55739557573271;"Coastal Russet";"mid-season";41,66222222;"HY";"4"
"723";50;3;14;0,718857034564564;-1,95567468324435;0,330103291433311;-1,95567468324435;-0,695006535241873;3,55739557573271;"Coastal Russet";"mid-season";29,03613445;"LY";"4"
"724";50;3;4;0,701280086082361;-1,82165395929488;0,734310611758843;-2,05649355037228;-1,05025458183518;3,49281139366114;"Coastal Russet";"mid-season";43,69909091;"HY";"4"
"725";50;3;15;0,701280086082361;-1,82165395929488;0,734310611758843;-2,05649355037228;-1,05025458183518;3,49281139366114;"Coastal Russet";"mid-season";32,54428571;"LY";"4"
"726";50;3;5;0,768890278135888;-1,41230914365024;0,394717797708605;-2,06033588892971;-1,19224725887344;3,5012842156089;"Coastal Russet";"mid-season";39,90347826;"HY";"4"
"727";50;3;16;0,768890278135888;-1,41230914365024;0,394717797708605;-2,06033588892971;-1,19224725887344;3,5012842156089;"Coastal Russet";"mid-season";32,26746032;"LY";"4"
"728";50;3;6;0,657155282190461;-1,94237733670116;0,158117614176512;-1,3498736819209;-0,802092351632479;3,27907047388756;"Coastal Russet";"mid-season";33,2232;"HY";"4"
"729";50;3;17;0,657155282190461;-1,94237733670116;0,158117614176512;-1,3498736819209;-0,802092351632479;3,27907047388756;"Coastal Russet";"mid-season";28,54761905;"LY";"4"
"730";50;3;7;0,791764528906743;-1,37762524943603;0,219978205351065;-2,22983712462567;-0,896652588819723;3,49237222862361;"Coastal Russet";"mid-season";31,3048;"LY";"4"
"731";50;3;18;0,791764528906743;-1,37762524943603;0,219978205351065;-2,22983712462567;-0,896652588819723;3,49237222862361;"Coastal Russet";"mid-season";28,12589286;"LY";"4"
"732";50;3;8;0,748214599359143;-1,91663951758814;0,551873322424188;-1,82354909452212;-1,00523877100817;3,4453394613351;"Coastal Russet";"mid-season";43,50916667;"HY";"4"
"733";50;3;19;0,748214599359143;-1,91663951758814;0,551873322424188;-1,82354909452212;-1,00523877100817;3,4453394613351;"Coastal Russet";"mid-season";39,11176471;"HY";"4"
"734";50;3;9;0,759665600647667;-1,71082952408013;0,584179775105454;-2,15476091301609;-0,860839872027218;3,38258493337033;"Coastal Russet";"mid-season";29,37809524;"LY";"4"
"735";50;3;20;0,759665600647667;-1,71082952408013;0,584179775105454;-2,15476091301609;-0,860839872027218;3,38258493337033;"Coastal Russet";"mid-season";24,04920635;"LY";"4"
"736";50;3;10;0,580261767243556;-1,86474366579226;0,222321800998237;-1,43907585036657;-0,822090030772193;3,32332597868923;"Coastal Russet";"mid-season";40,41384615;"HY";"4"
"737";50;3;21;0,580261767243556;-1,86474366579226;0,222321800998237;-1,43907585036657;-0,822090030772193;3,32332597868923;"Coastal Russet";"mid-season";35,03571429;"HY";"4"
"738";50;3;11;0,670884997448092;-1,90266152121066;-0,00146821093713889;-1,23013362785345;-0,817748076900708;3,28112643945386;"Coastal Russet";"mid-season";46,434;"HY";"4"
"739";50;3;22;0,670884997448092;-1,90266152121066;-0,00146821093713889;-1,23013362785345;-0,817748076900708;3,28112643945386;"Coastal Russet";"mid-season";32,77785714;"LY";"4"
"740";51;1;1;0,586798035885046;-2,00203953675119;0,784733820480552;-1,70723999653054;-1,18793974577358;3,52568742268971;"AC Belmont";"early";23,4234;"LY";"3"
"741";51;1;2;0,647242044264783;-1,92262616226835;0,718260994023984;-1,69436751028737;-1,24238238654431;3,49387302081127;"AC Belmont";"early";27,31014;"LY";"3"
"742";51;1;3;0,724496996288106;-1,9114195176236;0,668427694518577;-1,67374786574648;-1,25554373186088;3,44778642442427;"AC Belmont";"early";22,71555;"LY";"3"
"743";51;1;4;0,702557580084069;-2,02564848039147;0,664219401627554;-1,55902894912997;-1,21772578523909;3,43562623304891;"AC Belmont";"early";25,26381;"LY";"3"
"744";51;1;5;0,688799711989117;-1,9952812990001;0,689697781200802;-1,64388341216221;-1,17852016247297;3,43918738044536;"AC Belmont";"early";25,84296;"LY";"3"
"745";51;1;6;0,727339867585528;-1,86947557843783;0,723694346665958;-1,67943197554997;-1,340216252983;3,43808959271931;"AC Belmont";"early";30,78075;"HY";"3"
"746";51;1;7;0,708816117385261;-1,99030545297265;0,665101014644141;-1,61081583126774;-1,18795898044771;3,4151631326587;"AC Belmont";"early";25,5887775;"LY";"3"
"747";51;1;8;0,760717361607606;-1,92235685342443;0,687712939317579;-1,67941067481404;-1,30717121433419;3,46050844164747;"AC Belmont";"early";22,47102;"LY";"3"
"748";51;1;9;0,751636710149624;-1,88791883420649;0,657156337047963;-1,66013490333578;-1,27967109743303;3,41893178777771;"AC Belmont";"early";30,15441;"HY";"3"
"749";51;1;10;0,736130117101458;-2,02826541017285;0,683481652810687;-1,62280030206468;-1,22975771395508;3,46121165628047;"AC Belmont";"early";24,31143;"LY";"3"
"750";51;2;1;0,540155636003648;-1,99874304425795;0,703576482135279;-1,58379919219524;-1,19738227905777;3,53619239737202;"AC Belmont";"early";29,80263;"HY";"3"
"751";51;2;2;0,609593945665224;-2,00582716298844;0,663650763327528;-1,59139338489752;-1,13940826115446;3,46338410004767;"AC Belmont";"early";30,06432;"HY";"3"
"752";51;2;3;0,674430883013642;-1,98601266382124;0,63789286077342;-1,5631558130012;-1,21687957628337;3,45372430931875;"AC Belmont";"early";27,81207;"LY";"3"
"753";51;2;4;0,722742902788484;-1,95879219265797;0,615726615819717;-1,58722863622549;-1,21685484792859;3,42440615820385;"AC Belmont";"early";28,90602;"HY";"3"
"754";51;2;5;0,709765109721411;-2,04052829772315;0,674902010676685;-1,56360422563284;-1,22959808150682;3,4490634844647;"AC Belmont";"early";25,98453;"LY";"3"
"755";51;2;6;0,68154681531416;-1,94405036824268;0,674654732523678;-1,6563682957909;-1,22558537969845;3,46980249589419;"AC Belmont";"early";28,50705;"HY";"3"
"756";51;2;7;0,692944186114071;-1,98918742597046;0,447266840431595;-1,59277215338221;-1,04622844701414;3,48797699982115;"AC Belmont";"early";31,11966;"HY";"3"
"757";51;2;8;0,803307346147111;-1,93169347551657;0,661009744727142;-1,6379323569884;-1,31453220193454;3,41984094356526;"AC Belmont";"early";31,96908;"HY";"3"
"758";51;2;9;0,736347942191343;-1,97270175924395;0,520503693358744;-1,56723665113579;-1,12898172020463;3,41206849503428;"AC Belmont";"early";29,63961;"HY";"3"
"759";51;2;10;0,734183847019135;-2,06069252873863;0,730658469956678;-1,64517708477696;-1,28053397118905;3,52156126772883;"AC Belmont";"early";22,93434;"LY";"3"
"760";52;1;1;0,525013224008468;-1,88601852669527;0,447889037427815;-1,64485646987838;-0,858023805241116;3,41599654037849;"Yukon Gold";"mid-season";29,97423;"LY";"1"
"761";52;1;2;0,599256893950257;-1,89988898045222;0,347724089296807;-1,56674453392369;-0,907498905039423;3,42715143616827;"Yukon Gold";"mid-season";26,591565;"LY";"1"
"762";52;1;3;0,602579400832906;-1,88384125378631;0,298115851419122;-1,55715702353126;-0,880539144922525;3,42084216998807;"Yukon Gold";"mid-season";31,693662;"HY";"1"
"763";52;1;4;0,600837016242334;-1,87497038969055;0,314981428316588;-1,52922451628401;-0,89142743080723;3,37980389222287;"Yukon Gold";"mid-season";32,353035;"HY";"1"
"764";52;1;5;0,651111179717192;-1,98253081654871;0,280248026044913;-1,5064481412266;-0,828568432797439;3,38618818481064;"Yukon Gold";"mid-season";30,44184;"LY";"1"
"765";52;1;6;0,644584803634365;-1,87164431728268;0,328102329486253;-1,59539094065452;-0,937335079905843;3,43168320472242;"Yukon Gold";"mid-season";32,185296;"HY";"1"
"766";52;1;7;0,652436007666292;-1,87107741890044;0,427243275307147;-1,6268804583884;-0,933733277828454;3,35201187214386;"Yukon Gold";"mid-season";26,27196;"LY";"1"
"767";52;1;8;0,642272285480463;-1,80873281263186;0,336223336158607;-1,58558926131765;-0,988585941310603;3,40441239362103;"Yukon Gold";"mid-season";22,72842;"LY";"1"
"768";52;1;9;0,631109561360508;-1,88309842887311;0,275511312335334;-1,57294350056927;-0,871497517194626;3,42091857294116;"Yukon Gold";"mid-season";28,196025;"LY";"1"
"769";52;1;10;0,599330490862844;-1,86142317343716;0,441161919556886;-1,63827962212295;-0,982173713243354;3,44138409838373;"Yukon Gold";"mid-season";28,444845;"LY";"1"
"770";52;2;1;0,51962914382364;-1,87929865358892;0,395634908074616;-1,55261442333387;-0,909898096400817;3,42654712142535;"Yukon Gold";"mid-season";29,54523;"LY";"1"
"771";52;2;2;0,619214475976675;-1,92641243906908;0,368828679669203;-1,56244706186767;-0,948636623544248;3,44945296883513;"Yukon Gold";"mid-season";30,838665;"LY";"1"
"772";52;2;3;0,576529729754251;-1,74113342349389;0,407941809944744;-1,6148396981696;-1,01954830761341;3,39104988957792;"Yukon Gold";"mid-season";24,92114625;"LY";"1"
"773";52;2;4;0,661052306367194;-1,89635116989123;0,373898542459884;-1,58619624158739;-0,953152985097146;3,40074954774868;"Yukon Gold";"mid-season";29,0433;"LY";"1"
"774";52;2;5;0,654469182030356;-1,79342764212374;0,369895383536794;-1,56231592116036;-1,04201155343982;3,37339055115677;"Yukon Gold";"mid-season";28,882425;"LY";"1"
"775";52;2;6;0,712768152002435;-1,8976358094979;0,358429267861251;-1,57095157924285;-0,999694216291943;3,39708418516901;"Yukon Gold";"mid-season";23,30328;"LY";"1"
"776";52;2;7;0,717705536216814;-1,90385263353195;0,440696658561125;-1,5639848079096;-1,13066274529847;3,44009799196209;"Yukon Gold";"mid-season";28,581696;"LY";"1"
"777";52;2;8;0,656356175601848;-1,90280724479264;0,381428709533204;-1,55986249366581;-0,968498007415811;3,39338286073922;"Yukon Gold";"mid-season";24,55596;"LY";"1"
"778";52;2;9;0,710471833412424;-1,95421248983379;0,562696891040381;-1,66045137130563;-1,06261437055001;3,40410950723662;"Yukon Gold";"mid-season";28,8717;"LY";"1"
"779";52;2;10;0,592976163349047;-1,92752956291208;0,491286975046934;-1,62828666805922;-0,918045054139974;3,38959814671529;"Yukon Gold";"mid-season";26,82108;"LY";"1"
"780";53;1;1;0,619826814739194;-1,82044768102804;0,705280963280217;-1,75145480954109;-1,28145118029535;3,52824589284507;"Argos";"late";45,6456;"HY";"3"
"781";53;1;2;0,729727459399766;-1,93419668365989;0,68319914917419;-1,71105313234568;-1,21635689050957;3,44868009794118;"Argos";"late";37,32729;"LY";"3"
"782";53;1;3;0,742288856694764;-1,82766468135135;0,618455943401495;-1,7442830724123;-1,20195878158694;3,41316173525432;"Argos";"late";42,657615;"LY";"3"
"783";53;1;4;0,761698860031543;-1,68882719615545;0,500132871330879;-1,7075193291676;-1,25897063492312;3,39348542888375;"Argos";"late";43,36332;"LY";"3"
"784";53;1;5;0,766763608946252;-1,85680166527064;0,473652326732199;-1,67810987652726;-1,09032321162514;3,38481881774459;"Argos";"late";56,30625;"HY";"3"
"785";53;1;6;0,808206464951373;-1,74704290739179;0,454529502880529;-1,72762482153469;-1,17905886978585;3,39099063088044;"Argos";"late";42,70266;"LY";"3"
"786";53;1;7;0,818886718706158;-1,75401906793928;0,401760101221547;-1,69792960128824;-1,13055180801733;3,36185365731714;"Argos";"late";58,37832;"HY";"3"
"787";53;1;8;0,841009722010361;-1,64681663788097;0,392351004660922;-1,68253472048305;-1,28314865845127;3,37913929014401;"Argos";"late";43,18314;"LY";"3"
"788";53;1;9;0,849935573877572;-1,77545739354363;0,371642796610022;-1,66212870823662;-1,16569182192273;3,38169955321539;"Argos";"late";42,087045;"LY";"3"
"789";53;1;10;0,762772350746628;-1,63346866195572;0,587709156402996;-1,81216045069909;-1,33673675398402;3,4318843594892;"Argos";"late";50,33028;"HY";"3"
"790";53;2;1;0,667796781735747;-1,76679075786255;0,775685743746932;-1,70225223672497;-1,47910868541077;3,50466915451561;"Argos";"late";45,97593;"HY";"3"
"791";53;2;2;0,687085390040272;-1,85785747319179;0,641527195776865;-1,6549166291951;-1,3570821852793;3,54124370184905;"Argos";"late";42,19215;"LY";"3"
"792";53;2;3;0,742658224430706;-1,79266064989859;0,534617055685823;-1,60655837026473;-1,38719554179043;3,50913928183723;"Argos";"late";41,936895;"LY";"3"
"793";53;2;4;0,827059898336485;-1,76946424706442;0,686663438173539;-1,64931993522235;-1,54207440486876;3,44713525064551;"Argos";"late";39,18915;"LY";"3"
"794";53;2;5;0,868302463288942;-1,72725679673865;0,575328296255396;-1,70705408942113;-1,46019401148961;3,45087413810504;"Argos";"late";32,177145;"LY";"3"
"795";53;2;6;0,841628550696401;-1,72439715037639;0,57015577092039;-1,61106846506939;-1,50928577075945;3,43296706458843;"Argos";"late";45,474429;"HY";"3"
"796";53;2;7;0,840299574224002;-1,82375330648743;0,368628646373003;-1,5748572590708;-1,23355409517993;3,42323644014115;"Argos";"late";49,234185;"HY";"3"
"797";53;2;8;0,812500732967024;-1,73877122581192;0,54880822656426;-1,61862691396985;-1,49457426529987;3,49066344555036;"Argos";"late";36,9369;"LY";"3"
"798";53;2;9;0,825311533612612;-1,8056584703185;0,424127123067031;-1,61275480419401;-1,24908682476431;3,41806144259717;"Argos";"late";44,849805;"LY";"3"
"799";53;2;10;0,790344963290137;-1,77084061161192;0,77787755092103;-1,68189312559543;-1,6608397163976;3,54535093939378;"Argos";"late";37,20717;"LY";"3"
"800";54;1;1;0,785089459520219;-1,89242161401732;0,204311424772577;-1,44892911031992;-1,0789107512075;3,43086059125194;"AC Belmont";"early";25,00801875;"LY";"3"
"801";54;1;2;0,703328037344381;-1,99821454860109;0,6971428257027;-1,67730682852099;-1,19029185344872;3,46534236752372;"AC Belmont";"early";30,38124375;"HY";"3"
"802";54;1;3;0,71335865509357;-1,97976589579196;0,717111004712121;-1,73464343775898;-1,23255149396174;3,51649116770699;"AC Belmont";"early";22,129965;"LY";"3"
"803";54;1;4;0,715063090785089;-2,00137290369339;0,639562360746064;-1,61360737268463;-1,1730509447652;3,43340576961207;"AC Belmont";"early";27,80402625;"LY";"3"
"804";54;1;5;0,695231749741893;-2,02093358257931;0,653215066847221;-1,61546847447114;-1,18561191323882;3,47356715370015;"AC Belmont";"early";31,6119375;"HY";"3"
"805";54;1;6;0,619648073227236;-2,06699821921182;0,687037095132213;-1,62306683027586;-1,10472237409584;3,48810225522407;"AC Belmont";"early";32,16213;"HY";"3"
"806";54;1;7;0,701173921175261;-1,99915423383304;0,448751459539993;-1,45802326057172;-1,10883898836214;3,41609110205165;"AC Belmont";"early";30,57107625;"HY";"3"
"807";54;1;8;0,773235587464828;-1,99115993980948;0,434134307177006;-1,54932718753044;-1,18022972359315;3,51334695629124;"AC Belmont";"early";31,4124525;"HY";"3"
"808";54;1;9;0,71575776645257;-2,08456771075881;0,606675372027018;-1,61847798083421;-1,1558544588861;3,53646701199953;"AC Belmont";"early";26,8178625;"LY";"3"
"809";54;1;10;0,689680926172909;-2,19168987086428;0,711148655797015;-1,58262580751488;-1,07180018374889;3,44528628015811;"AC Belmont";"early";30,89282625;"HY";"3"
"810";54;2;1;0,678708495984806;-1,97397734663199;0,588945667684315;-1,53402606245266;-1,22953687168449;3,46988611710002;"AC Belmont";"early";26,3738475;"LY";"3"
"811";54;2;2;0,707907728998103;-2,02516023507939;0,720277498094436;-1,68868799845818;-1,21106044410179;3,49672345054682;"AC Belmont";"early";28,30113;"LY";"3"
"812";54;2;3;0,659034142707558;-2,17721065497748;0,746644407045469;-1,62221381289836;-1,06790307719263;3,46164899531544;"AC Belmont";"early";31,55724;"HY";"3"
"813";54;2;4;0,667642869884474;-2,02056259777195;0,532166648354814;-1,4837614876027;-1,11485397522833;3,41936854236369;"AC Belmont";"early";30,3635475;"HY";"3"
"814";54;2;5;0,747070841567849;-2,05628953933869;0,641608290299506;-1,64077409537702;-1,22206376051883;3,53044826336718;"AC Belmont";"early";24,3468225;"LY";"3"
"815";54;2;6;0,708183428354208;-1,98553026007135;0,39501637439241;-1,46931378767048;-1,14210087646207;3,49374512145727;"AC Belmont";"early";32,31657;"HY";"3"
"816";54;2;7;0,692300059233735;-2,14162604322757;0,5103346912236;-1,47925052133438;-1,02301308785279;3,4412549019574;"AC Belmont";"early";25,04502;"LY";"3"
"817";54;2;8;0,67322765571092;-2,01883964068446;0,326079816136146;-1,39565104873143;-1,04479007465811;3,45997329222693;"AC Belmont";"early";29,54469375;"HY";"3"
"818";54;2;9;0,712439679573759;-1,93783272086164;0,647157387483343;-1,6835985824774;-1,24468554030169;3,50651977658363;"AC Belmont";"early";32,48870625;"HY";"3"
"819";54;2;10;0,679517077887778;-2,16053556981868;0,7353763684531;-1,62990731875651;-1,14289234368424;3,51844178591855;"AC Belmont";"early";27,33856125;"LY";"3"
"820";55;1;1;0,72130272998123;-2,01287923346881;0,558641889155964;-1,5077842844118;-1,27776785380983;3,51848675255324;"Superior";"early mid-season";68,1756075;"HY";"4"
"821";55;1;2;0,692996787758763;-2,0635549355712;0,658537622654048;-1,60881877845625;-1,20335367034809;3,52419297396273;"Superior";"early mid-season";44,6621175;"HY";"4"
"822";55;1;3;0,693596735084441;-2,10713392851822;0,688112817614144;-1,59630830475223;-1,25983606813102;3,58156874870289;"Superior";"early mid-season";50,27022;"HY";"4"
"823";55;1;4;0,68958136329639;-2,07196173150216;0,694928969622985;-1,56113610773617;-1,26440419976447;3,51299170608342;"Superior";"early mid-season";51,486435;"HY";"4"
"824";55;1;5;0,681682154915832;-2,10871578753513;0,615863715518289;-1,53140042250031;-1,1677324430706;3,51030278267192;"Superior";"early mid-season";49,234185;"HY";"4"
"825";55;1;6;0,718569242795242;-1,9957575157409;0,588240036691336;-1,55392476346186;-1,26178834066069;3,50466134037687;"Superior";"early mid-season";47,8603125;"HY";"4"
"826";55;1;7;0,651952058659105;-2,16981077860912;0,594680733398047;-1,42941071319862;-1,12646116861605;3,47904986836664;"Superior";"early mid-season";46,5089625;"HY";"4"
"827";55;1;8;0,694431335204727;-2,01139417087537;0,509880123083504;-1,48403924515817;-1,20046395465904;3,49158591240435;"Superior";"early mid-season";53,017965;"HY";"4"
"828";55;1;9;0,619740299635073;-1,99786406202887;0,653363803206641;-1,60196840493686;-1,2094067016646;3,53613506578862;"Superior";"early mid-season";43,51347;"HY";"4"
"829";55;1;10;0,58761308501606;-2,14801044299025;0,658278197695373;-1,43886292108386;-1,1631570396788;3,50413912104148;"Superior";"early mid-season";45,0224775;"HY";"4"
