NoEssai;NoBloc;NoTraitement;Entreprise;NoChamp;Region;Localisation;Annee;test_type;NtotDose;PtotDose;KtotDose;LatDD;LonDD;Cultivar;Maturite;Maturity5;MaturiteAAC;Destination;DatePlantation;DOYplantation;DensitePlants;PrecedantCultural;GestionResidus;PrecCropFiveClasses;MOmethode;MOouCtot;Csol;Nsol;pHactifMethode;pHcacl2;pH1dans1;ExtractifMethode;DosageMethode;Ssol;Psol;Ksol;CaSol;MgSol;Bsol;CuSol;ZnSol;MnSol;FeSol;AlSol;AlSolTabi;KnonEchExtractifMethode;KnonEchDosage; KnonEchSol ;GranulometrieDate;TextureClasse;SableMesure;LimonMesure;ArgileMesure;DensiteApp;SableMesure_20_40_print;LimonMesure_20_40_print;ArgileMesure_20_40_print;Densite App_20_40_print;GranulometrieDate2;SableMesure_0_20_aut;LimonMesure_0_20_aut;ArgileMesure_0_20_aut;DensiteApp_0_20_aut;SableMesure_20_40_aut;LimonMesure_20_40_aut;ArgileMesure_20_40_aut;Densite App_20_40_aut;SerieSol;Classe drainage;AnalyseFoliaireStade;AnalyseFoliaireC;AnalyseFoliaireS;AnalyseFoliaireN;AnalyseFoliaireP;AnalyseFoliaireK;AnalyseFoliaireCa;AnalyseFoliaireMg;AnalyseFoliaireB;AnalyseFoliaireCu;AnalyseFoliaireZn;AnalyseFoliaireMn;AnalyseFoliaireFe;AnalyseFoliaireAl;AnalyseFoliaireSi;DateRecolte;DOYrecolte;Long_SC;RendGrosCalibre;RendGros;RendMoyCalibre;RendMoy;RendPetitCalibre;RendPetit;RendRejetCalibre;RendRejet;RendVendable;RendTotal;PoidsSpec;AnalyseTubercule_MatiereSecheRecolte;AnalyseTubercule_Crecolte;AnalyseTubercule_Srecolte;AnalyseTubercule_Nrecolte;AnalyseTubercule_Precolte;AnalyseTubercule_Krecolte;AnalyseTubercule_CaRecolte;AnalyseTubercule_MgRecolte;AnalyseTubercule_Brecolte;AnalyseTubercule_CuRecolte;AnalyseTubercule_ZnRecolte;AnalyseTubercule_MnRecolte;AnalyseTubercule_FeRecolte;AnalyseTubercule_AlRecolte;AnalyseTubercule_SiRecolte
15008;3;4;Dolbec;2310;Centre du Québec;St-Ubalde;2017;N;200;110;180;46.7251;-72.26846;Roko;Mi-saison;mid-season;Tres tardif;table;25/05/17;145;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.4;0.26;CaCl2;5.16;5.58;Mehlich 3;ICP;40.23550725;87.12923387;230.4427102;845.1777038;114.365942;;3.224637681;8.039402174;7.995700674;173.7419827;1342.784873;;Knudsen et al. 1982 (HNO3);SAA;475.47;Printemps;;70.06;29.86;0.08;1.21;72.41;27.59;0;1.42;Automne;80.595808;19.404191;0;0.994958412;78.150469;21.849532;0;1.206129826;Saint-Thomas;4;10% fleur;41.286;0.46418;5.4522;0.29846;7.35996;1.22836;0.66121;0.00289;0.0014;0.00674;0.03216;0.01586;0.00875;0.00966;04/10/17;277;133;> 2 3/4 po;6.17;2 3/4 -- 2 1/2 po;8.87;2 1/2 -- 2 1/4 po;24.5;< 2 1/4 po;13.21;39.54;52.74;1.073;;41.638;0.203;1.8109;0.2498;2.3521;0.0234;0.1205;0.0006;0.0009;0.0025;0.0008;0.0054;0.0053;0.0021
15008;3;5;Dolbec;2310;Centre du Québec;St-Ubalde;2017;N;220;110;180;46.7251;-72.26846;Roko;Mi-saison;mid-season;Tres tardif;table;25/05/17;145;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.4;0.26;CaCl2;5.16;5.58;Mehlich 3;ICP;40.23550725;87.12923387;230.4427102;845.1777038;114.365942;;3.224637681;8.039402174;7.995700674;173.7419827;1342.784873;;Knudsen et al. 1982 (HNO3);SAA;475.47;Printemps;;70.06;29.86;0.08;1.21;72.41;27.59;0;1.42;Automne;80.595808;19.404191;0;0.994958412;78.150469;21.849532;0;1.206129826;Saint-Thomas;4;10% fleur;41.359;0.45051;5.755;0.30953;6.43339;1.03251;0.60597;0.00274;0.00126;0.00675;0.02981;0.0154;0.0079;0.00942;04/10/17;277;133;> 2 3/4 po;1.68;2 3/4 -- 2 1/2 po;4.48;2 1/2 -- 2 1/4 po;11.24;< 2 1/4 po;24.07;17.4;41.48;1.0768;;42.887;0.1799;1.4485;0.2566;2.4301;0.0222;0.1217;0.0006;0.0008;0.0027;0.0008;0.0045;0.0035;0.0013
15008;3;6;Dolbec;2310;Centre du Québec;St-Ubalde;2017;N;240;110;180;46.7251;-72.26846;Roko;Mi-saison;mid-season;Tres tardif;table;25/05/17;145;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.4;0.26;CaCl2;5.16;5.58;Mehlich 3;ICP;40.23550725;87.12923387;230.4427102;845.1777038;114.365942;;3.224637681;8.039402174;7.995700674;173.7419827;1342.784873;;Knudsen et al. 1982 (HNO3);SAA;475.47;Printemps;;70.06;29.86;0.08;1.21;72.41;27.59;0;1.42;Automne;80.595808;19.404191;0;0.994958412;78.150469;21.849532;0;1.206129826;Saint-Thomas;4;10% fleur;40.739;0.4384;5.7117;0.28732;6.44678;1.2363;0.7008;0.00282;0.0013;0.00634;0.02911;0.01766;0.01055;0.01247;04/10/17;277;133;> 2 3/4 po;10.26;2 3/4 -- 2 1/2 po;8.45;2 1/2 -- 2 1/4 po;19.75;< 2 1/4 po;13.7;38.46;52.16;1.0697;;41.501;0.1564;1.4327;0.2122;2.2146;0.0238;0.1135;0.0005;0.0007;0.002;0.0007;0.0061;0.0065;0.0023
15009;1;1;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;140;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;42.374;0.4381;5.0515;0.23181;5.27549;1.01;0.57904;0.00247;0.00043;0.00276;0.02957;0.01528;0.00842;0.01391;21/09/17;264;110;> 2 3/4 po;11.5;2 3/4 -- 2 1/2 po;13.63;2 1/2 -- 2 1/4 po;9.38;< 2 1/4 po;4.03;34.51;38.54;1.0717;;42.423;0.1649;1.3472;0.2094;2.014;0.0211;0.1161;0.0007;0.0004;0.0018;0.0008;0.0052;0.0048;0.0018
15009;1;2;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;160;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;41.011;0.42524;5.5405;0.25866;6.98639;1.16665;0.89767;0.00251;0.00032;0.00356;0.03805;0.02528;0.01807;0.02389;21/09/17;264;110;> 2 3/4 po;6.72;2 3/4 -- 2 1/2 po;5.49;2 1/2 -- 2 1/4 po;12.51;< 2 1/4 po;7.78;24.72;32.5;1.071;;40.524;0.1978;1.6357;0.2133;2.1865;0.0312;0.1265;0.0007;0.0004;0.0021;0.001;0.0075;0.0075;0.0048
15009;1;3;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;180;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;40.886;0.4025;5.7148;0.27506;6.56086;1.07951;0.81678;0.00254;0.00034;0.00339;0.03387;0.0188;0.01105;0.01965;21/09/17;264;110;> 2 3/4 po;11.46;2 3/4 -- 2 1/2 po;14.55;2 1/2 -- 2 1/4 po;12.71;< 2 1/4 po;6.5;38.71;45.22;1.0672;;40.236;0.1862;1.8285;0.187;2.205;0.0276;0.1338;0.0006;0.0003;0.002;0.0009;0.0068;0.0035;0.0015
15009;1;4;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;200;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;41.754;0.42052;5.7988;0.2823;5.75161;1.04274;0.77016;0.00241;0.00031;0.00355;0.03902;0.02254;0.0157;0.02101;21/09/17;264;110;> 2 3/4 po;14.51;2 3/4 -- 2 1/2 po;11.22;2 1/2 -- 2 1/4 po;9.87;< 2 1/4 po;4.01;35.6;39.61;1.0705;;43.119;0.1482;1.609;0.2209;2.1756;0.0238;0.1262;0.0006;0.0003;0.0021;0.0009;0.0069;0.0042;0.0017
15009;1;5;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;220;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;40.959;0.43834;5.3742;0.24884;6.18625;1.0329;0.71968;0.00248;0.00039;0.00312;0.03171;0.02099;0.01364;0.01739;21/09/17;264;110;> 2 3/4 po;11.37;2 3/4 -- 2 1/2 po;11.28;2 1/2 -- 2 1/4 po;12.22;< 2 1/4 po;6.13;34.86;41;1.0695;;43.216;0.1681;1.4901;0.1693;2.1888;0.0241;0.1311;0.0006;0.0003;0.0016;0.0008;0.0061;0.0044;0.0014
15009;1;6;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;240;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;41.245;0.417;5.4608;0.24026;6.35823;1.14697;0.81159;0.00247;0.00033;0.00343;0.03884;0.02246;0.01069;0.01944;21/09/17;264;110;> 2 3/4 po;9.14;2 3/4 -- 2 1/2 po;14.18;2 1/2 -- 2 1/4 po;12.71;< 2 1/4 po;4.48;36.04;40.52;1.0693;;38.879;0.158;1.6537;0.1771;2.138;0.0277;0.1245;0.0006;0.0002;0.0015;0.0007;0.0059;0.0048;0.0021
15009;2;1;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;140;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;42.374;0.4381;5.0515;0.23181;5.27549;1.01;0.57904;0.00247;0.00043;0.00276;0.02957;0.01528;0.00842;0.01391;21/09/17;264;110;> 2 3/4 po;12.61;2 3/4 -- 2 1/2 po;10.52;2 1/2 -- 2 1/4 po;9.95;< 2 1/4 po;4.83;33.09;37.92;1.0717;;42.423;0.1649;1.3472;0.2094;2.014;0.0211;0.1161;0.0007;0.0004;0.0018;0.0008;0.0052;0.0048;0.0018
15009;2;2;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;160;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;41.011;0.42524;5.5405;0.25866;6.98639;1.16665;0.89767;0.00251;0.00032;0.00356;0.03805;0.02528;0.01807;0.02389;21/09/17;264;110;> 2 3/4 po;12.65;2 3/4 -- 2 1/2 po;15.99;2 1/2 -- 2 1/4 po;11.63;< 2 1/4 po;3.44;40.28;43.72;1.071;;40.524;0.1978;1.6357;0.2133;2.1865;0.0312;0.1265;0.0007;0.0004;0.0021;0.001;0.0075;0.0075;0.0048
15009;2;3;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;180;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;40.886;0.4025;5.7148;0.27506;6.56086;1.07951;0.81678;0.00254;0.00034;0.00339;0.03387;0.0188;0.01105;0.01965;21/09/17;264;110;> 2 3/4 po;20.06;2 3/4 -- 2 1/2 po;15.25;2 1/2 -- 2 1/4 po;11.52;< 2 1/4 po;4.92;46.83;51.75;1.0672;;40.236;0.1862;1.8285;0.187;2.205;0.0276;0.1338;0.0006;0.0003;0.002;0.0009;0.0068;0.0035;0.0015
15009;2;4;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;200;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;41.754;0.42052;5.7988;0.2823;5.75161;1.04274;0.77016;0.00241;0.00031;0.00355;0.03902;0.02254;0.0157;0.02101;21/09/17;264;110;> 2 3/4 po;0;2 3/4 -- 2 1/2 po;0;2 1/2 -- 2 1/4 po;0;< 2 1/4 po;;;;1.0705;;43.119;0.1482;1.609;0.2209;2.1756;0.0238;0.1262;0.0006;0.0003;0.0021;0.0009;0.0069;0.0042;0.0017
15009;2;5;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;220;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;40.959;0.43834;5.3742;0.24884;6.18625;1.0329;0.71968;0.00248;0.00039;0.00312;0.03171;0.02099;0.01364;0.01739;21/09/17;264;110;> 2 3/4 po;13.66;2 3/4 -- 2 1/2 po;14.13;2 1/2 -- 2 1/4 po;9.48;< 2 1/4 po;5.96;37.27;43.23;1.0695;;43.216;0.1681;1.4901;0.1693;2.1888;0.0241;0.1311;0.0006;0.0003;0.0016;0.0008;0.0061;0.0044;0.0014
15009;2;6;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;240;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;41.245;0.417;5.4608;0.24026;6.35823;1.14697;0.81159;0.00247;0.00033;0.00343;0.03884;0.02246;0.01069;0.01944;21/09/17;264;110;> 2 3/4 po;11.86;2 3/4 -- 2 1/2 po;18.36;2 1/2 -- 2 1/4 po;11.94;< 2 1/4 po;7.7;42.16;49.86;1.0693;;38.879;0.158;1.6537;0.1771;2.138;0.0277;0.1245;0.0006;0.0002;0.0015;0.0007;0.0059;0.0048;0.0021
15009;3;1;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;140;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;42.374;0.4381;5.0515;0.23181;5.27549;1.01;0.57904;0.00247;0.00043;0.00276;0.02957;0.01528;0.00842;0.01391;21/09/17;264;110;> 2 3/4 po;0;2 3/4 -- 2 1/2 po;0;2 1/2 -- 2 1/4 po;0;< 2 1/4 po;;;;1.0717;;42.423;0.1649;1.3472;0.2094;2.014;0.0211;0.1161;0.0007;0.0004;0.0018;0.0008;0.0052;0.0048;0.0018
15009;3;2;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;160;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;41.011;0.42524;5.5405;0.25866;6.98639;1.16665;0.89767;0.00251;0.00032;0.00356;0.03805;0.02528;0.01807;0.02389;21/09/17;264;110;> 2 3/4 po;17.11;2 3/4 -- 2 1/2 po;13.97;2 1/2 -- 2 1/4 po;11.94;< 2 1/4 po;5.29;43.01;48.3;1.071;;40.524;0.1978;1.6357;0.2133;2.1865;0.0312;0.1265;0.0007;0.0004;0.0021;0.001;0.0075;0.0075;0.0048
15009;3;3;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;180;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;40.886;0.4025;5.7148;0.27506;6.56086;1.07951;0.81678;0.00254;0.00034;0.00339;0.03387;0.0188;0.01105;0.01965;21/09/17;264;110;> 2 3/4 po;18.21;2 3/4 -- 2 1/2 po;14.86;2 1/2 -- 2 1/4 po;9.22;< 2 1/4 po;7.81;42.29;50.1;1.0672;;40.236;0.1862;1.8285;0.187;2.205;0.0276;0.1338;0.0006;0.0003;0.002;0.0009;0.0068;0.0035;0.0015
15009;3;4;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;200;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;41.754;0.42052;5.7988;0.2823;5.75161;1.04274;0.77016;0.00241;0.00031;0.00355;0.03902;0.02254;0.0157;0.02101;21/09/17;264;110;> 2 3/4 po;5.29;2 3/4 -- 2 1/2 po;10.44;2 1/2 -- 2 1/4 po;12.8;< 2 1/4 po;5.51;28.53;34.04;1.0705;;43.119;0.1482;1.609;0.2209;2.1756;0.0238;0.1262;0.0006;0.0003;0.0021;0.0009;0.0069;0.0042;0.0017
15009;3;5;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;220;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;40.959;0.43834;5.3742;0.24884;6.18625;1.0329;0.71968;0.00248;0.00039;0.00312;0.03171;0.02099;0.01364;0.01739;21/09/17;264;110;> 2 3/4 po;10.8;2 3/4 -- 2 1/2 po;14.67;2 1/2 -- 2 1/4 po;6.67;< 2 1/4 po;1.92;32.14;34.06;1.0695;;43.216;0.1681;1.4901;0.1693;2.1888;0.0241;0.1311;0.0006;0.0003;0.0016;0.0008;0.0061;0.0044;0.0014
15009;3;6;Dolbec;2407;Centre du Québec;St-Ubalde;2017;N;240;110;260;46.7523;-72.35131;Chieftain;Mi-saison;mid-season;Mi saison;table;04/06/17;155;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.17;0.31;CaCl2;5.1;5.52;Mehlich 3;ICP;112.0988113;51.83319017;291.1554172;1104.253781;186.2852897;;0.624071322;5.52358841;15.5704234;225.9932433;1792.683321;;Knudsen et al. 1982 (HNO3);SAA;441.81;Printemps;;70.64;29.36;0;0.96;70.79;29.13;0.08;1.25;Automne;73.728405;26.20123;0.070369;0.899885791;68.608495;31.317412;0.07409;1.081672058;Bevin;5;10% fleur;41.245;0.417;5.4608;0.24026;6.35823;1.14697;0.81159;0.00247;0.00033;0.00343;0.03884;0.02246;0.01069;0.01944;21/09/17;264;110;> 2 3/4 po;12.75;2 3/4 -- 2 1/2 po;11.31;2 1/2 -- 2 1/4 po;10.31;< 2 1/4 po;7.31;34.36;41.67;1.0693;;38.879;0.158;1.6537;0.1771;2.138;0.0277;0.1245;0.0006;0.0002;0.0015;0.0007;0.0059;0.0048;0.0021
15010;1;1;Plaurent;6;Outaouais;NDPaix;2017;P;178;75;259;45.78461;-74.97189;Pommerelle;Tardif;late;Tardif;semence;08/06/17;159;43027;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.27;0.22;CaCl2;5.18;5.61;Mehlich 3;ICP;9.830036222;92.08279167;60.394111;672.0820302;55.87907495;;5.600445807;2.336723321;6.42393756;140.8302254;1036.194901;;Knudsen et al. 1982 (HNO3);SAA;431;Printemps;;77.3;22.7;0;1.14;80.33;19.67;0;1.43;Automne;79.059698;20.940304;0;1.202508175;80.825093;19.174908;0;1.4945574;Morin;3;10% fleur;38.946;0.4392;5.5431;0.30705;6.41158;1.27595;0.63973;0.00349;0.00144;0.00999;0.02645;0.00894;0.00202;0.01107;02/10/17;275;117;? 2 3/4 po;7.28;2 à 2 3/4 po;27.98;1 1/2 - 2 po;13.81;< 1 1/2 po;0.88;49.06;49.95;1.0812;;43.284;0.1544;1.1157;0.1842;1.9914;0.0429;0.102;0.0006;0.0006;0.0019;0.0007;0.0016;0.0036;0.0015
