"";"NoEssai";"NoBloc";"NoTraitement";"Annee";"LatDD";"LonDD";"Cultivar";"Maturity5";"RendVendable";"AnalyseFoliaireStade";"clr_N";"clr_P";"clr_K";"clr_Ca";"clr_Mg";"clr_Fv"
"1434";"57";2;2;2003;48,797222;-72,2425;"Estima";"mid-season";29,63961;"10% fleur";NA;NA;NA;NA;NA;NA
"1435";"57";2;3;2003;48,797222;-72,2425;"Estima";"mid-season";32,92146;"10% fleur";NA;NA;NA;NA;NA;NA
"1436";"57";2;4;2003;48,797222;-72,2425;"Estima";"mid-season";28,4427;"10% fleur";NA;NA;NA;NA;NA;NA
"1437";"57";2;5;2003;48,797222;-72,2425;"Estima";"mid-season";26,8983;"10% fleur";NA;NA;NA;NA;NA;NA
"1438";"58";1;1;2003;48,797222;-72,2425;"Goldrush";"mid-season";24,56883;"10% fleur";0,806283956759274;-1,98685116372953;0,697101485793617;-1,38723004118041;-1,91785829224258;3,78855405459964
"1439";"58";1;2;2003;48,797222;-72,2425;"Goldrush";"mid-season";28,51992;"10% fleur";0,8653038047686;-2,03501828398073;0,598308370925541;-1,40374650713887;-1,88659827886246;3,86175089428792
"1440";"58";1;3;2003;48,797222;-72,2425;"Goldrush";"mid-season";25,41825;"10% fleur";0,952300051270208;-1,93730512935576;0,550470962860192;-1,49793846957192;-1,87061375485709;3,80308633965436
"1441";"58";1;4;2003;48,797222;-72,2425;"Goldrush";"mid-season";29,16342;"10% fleur";0,998751949793894;-2,07215915091531;0,533375486661304;-1,39843005621247;-1,83374812747031;3,7722098981429
"1442";"58";1;5;2003;48,797222;-72,2425;"Goldrush";"mid-season";27,70911;"10% fleur";1,00048830221942;-2,06140617358824;0,614120835808414;-1,43013439674638;-1,94807748828123;3,825008920588
"1443";"58";2;1;2003;48,797222;-72,2425;"Goldrush";"mid-season";22,54824;"10% fleur";NA;NA;NA;NA;NA;NA
"1444";"58";2;2;2003;48,797222;-72,2425;"Goldrush";"mid-season";27,59328;"10% fleur";NA;NA;NA;NA;NA;NA
"1445";"58";2;3;2003;48,797222;-72,2425;"Goldrush";"mid-season";28,15956;"10% fleur";NA;NA;NA;NA;NA;NA
"1446";"58";2;4;2003;48,797222;-72,2425;"Goldrush";"mid-season";27,99225;"10% fleur";NA;NA;NA;NA;NA;NA
"1447";"58";2;5;2003;48,797222;-72,2425;"Goldrush";"mid-season";25,30242;"10% fleur";NA;NA;NA;NA;NA;NA
"1448";"59";1;1;2003;48,797222;-72,2425;"Kanona";"mid-season";20,32173;"10% fleur";0,865003113189983;-1,96004550210819;0,598093386350817;-1,28171340733339;-1,82284438059471;3,60150679049549
"1449";"59";1;2;2003;48,797222;-72,2425;"Kanona";"mid-season";20,70783;"10% fleur";0,888889973619409;-1,96096611538303;0,588019391089489;-1,23883139794984;-1,87640872735497;3,59929687597894
"1450";"59";1;3;2003;48,797222;-72,2425;"Kanona";"mid-season";21,20976;"10% fleur";0,93642165102494;-2,01970316793427;0,621732284085954;-1,34336310569071;-1,86555248810701;3,6704648266211
"1451";"59";1;4;2003;48,797222;-72,2425;"Kanona";"mid-season";19,70397;"10% fleur";0,990792979827977;-2,08207178792729;0,659962265990523;-1,37057546869914;-1,91217275113189;3,71406476193982
"1452";"59";1;5;2003;48,797222;-72,2425;"Kanona";"mid-season";17,42598;"10% fleur";0,859902058420317;-2,04963961558357;0,625620762695652;-1,19316737892032;-1,84604066034233;3,60332483373025
"1453";"59";2;1;2003;48,797222;-72,2425;"Kanona";"mid-season";19,29213;"10% fleur";NA;NA;NA;NA;NA;NA
"1454";"59";2;2;2003;48,797222;-72,2425;"Kanona";"mid-season";19,47231;"10% fleur";NA;NA;NA;NA;NA;NA
"1455";"59";2;3;2003;48,797222;-72,2425;"Kanona";"mid-season";21,33846;"10% fleur";NA;NA;NA;NA;NA;NA
"1456";"59";2;4;2003;48,797222;-72,2425;"Kanona";"mid-season";19,85841;"10% fleur";NA;NA;NA;NA;NA;NA
"1457";"59";2;5;2003;48,797222;-72,2425;"Kanona";"mid-season";20,68209;"10% fleur";NA;NA;NA;NA;NA;NA
"1458";"60";1;1;2003;48,797222;-72,2425;"Nordonna";"mid-season";26,70525;"10% fleur";0,932264531685219;-1,84266519825654;0,637019507550313;-1,5472009853627;-1,97619659088106;3,79677873526476
"1459";"60";1;2;2003;48,797222;-72,2425;"Nordonna";"mid-season";26,19045;"10% fleur";0,891760547047834;-1,79258754174759;0,595431107554871;-1,51168515628118;-1,87714492977565;3,69422597320172
"1460";"60";1;3;2003;48,797222;-72,2425;"Nordonna";"mid-season";26,22906;"10% fleur";1,01037919403326;-1,82087144085511;0,579774865315148;-1,60380693561728;-1,95008317233512;3,78460748945911
"1461";"60";1;4;2003;48,797222;-72,2425;"Nordonna";"mid-season";28,0566;"10% fleur";0,97381264286648;-1,8336949705265;0,617310127585817;-1,53889543030586;-1,92330712921619;3,70477475959625
"1462";"60";1;5;2003;48,797222;-72,2425;"Nordonna";"mid-season";22,62546;"10% fleur";0,941583050606479;-1,90023289065872;0,66711742834035;-1,47414849534782;-1,9647714117963;3,73045231885602
"1463";"60";2;1;2003;48,797222;-72,2425;"Nordonna";"mid-season";26,06175;"10% fleur";NA;NA;NA;NA;NA;NA
"1464";"60";2;2;2003;48,797222;-72,2425;"Nordonna";"mid-season";29,30499;"10% fleur";NA;NA;NA;NA;NA;NA
"1465";"60";2;3;2003;48,797222;-72,2425;"Nordonna";"mid-season";26,93691;"10% fleur";NA;NA;NA;NA;NA;NA
"1466";"60";2;4;2003;48,797222;-72,2425;"Nordonna";"mid-season";29,16342;"10% fleur";NA;NA;NA;NA;NA;NA
"1467";"60";2;5;2003;48,797222;-72,2425;"Nordonna";"mid-season";25,70139;"10% fleur";NA;NA;NA;NA;NA;NA
"1468";"61";1;1;2003;48,797222;-72,2425;"Pike";"mid-season";39,225186;"10% fleur";0,871668423219316;-1,88610521323532;0,591421329255053;-1,40513255261902;-1,85711767636207;3,68526568974204
"1469";"61";1;2;2003;48,797222;-72,2425;"Pike";"mid-season";40,558518;"10% fleur";0,879491587080004;-1,9485614064169;0,606726040132897;-1,38894561848148;-1,83077837076052;3,682067768446
"1470";"61";1;3;2003;48,797222;-72,2425;"Pike";"mid-season";44,900856;"10% fleur";0,948959780435365;-2,01239520404101;0,629122151415108;-1,42844731544606;-1,85333050941133;3,71609109704793
"1471";"61";1;4;2003;48,797222;-72,2425;"Pike";"mid-season";41,207166;"10% fleur";0,999481486807927;-1,953631200514;0,551190758974939;-1,49228563401138;-1,88693982601533;3,78218441475785
"1472";"61";1;5;2003;48,797222;-72,2425;"Pike";"mid-season";41,873832;"10% fleur";0,944531196953199;-1,88957301575882;0,577498766393147;-1,45425494450097;-1,88957301575882;3,71137101267227
"1473";"61";2;1;2003;48,797222;-72,2425;"Pike";"mid-season";38,954916;"10% fleur";NA;NA;NA;NA;NA;NA
"1474";"61";2;2;2003;48,797222;-72,2425;"Pike";"mid-season";38,936898;"10% fleur";NA;NA;NA;NA;NA;NA
"1475";"61";2;3;2003;48,797222;-72,2425;"Pike";"mid-season";40,216176;"10% fleur";NA;NA;NA;NA;NA;NA
"1476";"61";2;4;2003;48,797222;-72,2425;"Pike";"mid-season";40,45041;"10% fleur";NA;NA;NA;NA;NA;NA
"1477";"61";2;5;2003;48,797222;-72,2425;"Pike";"mid-season";39,873834;"10% fleur";NA;NA;NA;NA;NA;NA
"1478";"62";1;1;2003;48,797222;-72,2425;"Reba";"mid-season";24,49161;"10% fleur";0,789126927919007;-2,03310193729191;0,693816748114682;-1,43348081474279;-1,75438853482289;3,7380276108239
"1479";"62";1;2;2003;48,797222;-72,2425;"Reba";"mid-season";27,36162;"10% fleur";0,869772746616572;-2,11197328496268;0,593604726994142;-1,34736714042059;-1,6942380842627;3,69020103603525
"1480";"62";1;3;2003;48,797222;-72,2425;"Reba";"mid-season";28,45557;"10% fleur";0,969036616599164;-2,0849645650788;0,600612780171348;-1,42955771250171;-1,76988351843891;3,71475639924891
"1481";"62";1;4;2003;48,797222;-72,2425;"Reba";"mid-season";31,10679;"10% fleur";0,966848049053727;-2,10344183100304;0,5617266426159;-1,4102946504431;-1,71039924289344;3,69556103266996
"1482";"62";1;5;2003;48,797222;-72,2425;"Reba";"mid-season";26,57655;"10% fleur";0,993387822440909;-2,07850696150327;0,587283430309055;-1,38535978094333;-1,75692333737581;3,64011882707244
"1483";"62";2;1;2003;48,797222;-72,2425;"Reba";"mid-season";26,04888;"10% fleur";NA;NA;NA;NA;NA;NA
"1484";"62";2;2;2003;48,797222;-72,2425;"Reba";"mid-season";25,53408;"10% fleur";NA;NA;NA;NA;NA;NA
"1485";"62";2;3;2003;48,797222;-72,2425;"Reba";"mid-season";28,48131;"10% fleur";NA;NA;NA;NA;NA;NA
"1486";"62";2;4;2003;48,797222;-72,2425;"Reba";"mid-season";25,80435;"10% fleur";NA;NA;NA;NA;NA;NA
"1487";"62";2;5;2003;48,797222;-72,2425;"Reba";"mid-season";26,94978;"10% fleur";NA;NA;NA;NA;NA;NA
"1488";"63";1;1;2003;48,797222;-72,2425;"Russet Burbank";"late";34,7972625;"10% fleur";0,760184689721656;-2,08216327693298;0,615162960806256;-1,20669453957908;-1,89984172013902;3,81335188612317
"1489";"63";1;2;2003;48,797222;-72,2425;"Russet Burbank";"late";40,99095;"10% fleur";0,851957582760607;-2,05641360231217;0,593572797835281;-1,23697269642793;-1,94721431034718;3,79507022849138
"1490";"63";1;3;2003;48,797222;-72,2425;"Russet Burbank";"late";44,59455;"10% fleur";0,942004849650672;-2,03176384273761;0,487044358726076;-1,19436705333311;-1,9025521112576;3,69963379895157
"1491";"63";1;4;2003;48,797222;-72,2425;"Russet Burbank";"late";47,0044575;"10% fleur";0,897025798319591;-2,02935639709961;0,496372247208648;-1,21104607358566;-1,81963586611754;3,66664029127456
"1492";"63";1;5;2003;48,797222;-72,2425;"Russet Burbank";"late";41,0134725;"10% fleur";0,951374241098498;-1,95992397648016;0,466875042500556;-1,26677679592022;-1,89740361949883;3,70585510830016
"1493";"63";2;1;2003;48,797222;-72,2425;"Russet Burbank";"late";41,98194;"10% fleur";NA;NA;NA;NA;NA;NA
"1494";"63";2;2;2003;48,797222;-72,2425;"Russet Burbank";"late";40,243203;"10% fleur";NA;NA;NA;NA;NA;NA
"1495";"63";2;3;2003;48,797222;-72,2425;"Russet Burbank";"late";39,1035645;"10% fleur";NA;NA;NA;NA;NA;NA
"1496";"63";2;4;2003;48,797222;-72,2425;"Russet Burbank";"late";39,6170775;"10% fleur";NA;NA;NA;NA;NA;NA
"1497";"63";2;5;2003;48,797222;-72,2425;"Russet Burbank";"late";48,675627;"10% fleur";NA;NA;NA;NA;NA;NA
"1498";"64";1;1;2003;48,797222;-72,2425;"Shepody";"mid-season";24,51735;"10% fleur";0,672937838756734;-2,18176245549729;0,619264202063024;-1,07041114105175;-1,7021893752354;3,66216093096469
"1499";"64";1;2;2003;48,797222;-72,2425;"Shepody";"mid-season";28,86741;"10% fleur";0,713686733994865;-2,22872590202634;0,565266728876592;-1,04417118355751;-1,61562142913993;3,60956505185233
"1500";"64";1;3;2003;48,797222;-72,2425;"Shepody";"mid-season";31,60872;"10% fleur";0,842398514039506;-2,21883335713161;0,403603091247612;-1,08248074048065;-1,56490688972494;3,62021938205008
"1501";"64";1;4;2003;48,797222;-72,2425;"Shepody";"mid-season";32,35518;"10% fleur";0,873348890643724;-2,10659269700394;0,309321081297106;-1,12576344399222;-1,53749816511398;3,58718433416931
"1502";"64";1;5;2003;48,797222;-72,2425;"Shepody";"mid-season";29,22777;"10% fleur";0,819651954025389;-2,20149534500934;0,408029637040901;-1,07849160321707;-1,54608849243224;3,59839384959236
"1503";"64";2;1;2003;48,797222;-72,2425;"Shepody";"mid-season";27,52893;"10% fleur";NA;NA;NA;NA;NA;NA
"1504";"64";2;2;2003;48,797222;-72,2425;"Shepody";"mid-season";27,94077;"10% fleur";NA;NA;NA;NA;NA;NA
"1505";"64";2;3;2003;48,797222;-72,2425;"Shepody";"mid-season";30,96522;"10% fleur";NA;NA;NA;NA;NA;NA
"1506";"64";2;4;2003;48,797222;-72,2425;"Shepody";"mid-season";32,34231;"10% fleur";NA;NA;NA;NA;NA;NA
"1507";"64";2;5;2003;48,797222;-72,2425;"Shepody";"mid-season";30,68208;"10% fleur";NA;NA;NA;NA;NA;NA
"1508";"65";1;1;2003;48,797222;-72,2425;"Superior";"early mid-season";40,8332925;"10% fleur";0,90416670050815;-2,10098535299789;0,69367932094109;-1,40783817243795;-1,74431040905916;3,65528791304575
"1509";"65";1;2;2003;48,797222;-72,2425;"Superior";"early mid-season";43,6260825;"10% fleur";0,857314619980042;-2,18650210141205;0,759884298038791;-1,30795169752074;-1,72113885172281;3,59839373263676
"1510";"65";1;3;2003;48,797222;-72,2425;"Superior";"early mid-season";49,2567075;"10% fleur";0,850470507477279;-2,13938244774055;0,7257697388235;-1,28717057255092;-1,72248864380876;3,57280141779944
"1511";"65";1;4;2003;48,797222;-72,2425;"Superior";"early mid-season";44,6170725;"10% fleur";0,926851566456901;-2,28434265639335;0,713561170674149;-1,29270248727741;-1,73095741820856;3,66758982474827
"1512";"65";1;5;2003;48,797222;-72,2425;"Superior";"early mid-season";44,59455;"10% fleur";0,879163711485107;-2,22614019849817;0,773584096325354;-1,33414215919306;-1,73144395666207;3,63897850654285
"1513";"65";2;1;2003;48,797222;-72,2425;"Superior";"early mid-season";44,0765325;"10% fleur";NA;NA;NA;NA;NA;NA
"1514";"65";2;2;2003;48,797222;-72,2425;"Superior";"early mid-season";48,873825;"10% fleur";NA;NA;NA;NA;NA;NA
"1515";"65";2;3;2003;48,797222;-72,2425;"Superior";"early mid-season";47,56752;"10% fleur";NA;NA;NA;NA;NA;NA
"1516";"65";2;4;2003;48,797222;-72,2425;"Superior";"early mid-season";52,3197675;"10% fleur";NA;NA;NA;NA;NA;NA
"1517";"65";2;5;2003;48,797222;-72,2425;"Superior";"early mid-season";58,5585;"10% fleur";NA;NA;NA;NA;NA;NA
"1518";"66";1;1;2003;48,797222;-72,2425;"Superior";"early mid-season";43,87383;"10% fleur";0,811902830726508;-1,91209791278534;0,699268616684733;-1,31132405235641;-1,94195087593502;3,65420139366553
"1519";"66";1;2;2003;48,797222;-72,2425;"Superior";"early mid-season";44,756712;"10% fleur";0,833197344825519;-1,94992597099606;0,617157858994108;-1,229379816248;-1,81987284274786;3,5488234261723
"1520";"66";1;3;2003;48,797222;-72,2425;"Superior";"early mid-season";52,666614;"10% fleur";0,924764329086877;-1,99447951890338;0,579750647632633;-1,30133233834343;-1,80210762625592;3,59340450678322
"1521";"66";1;4;2003;48,797222;-72,2425;"Superior";"early mid-season";55,351296;"10% fleur";0,994449551396245;-2,03879602317718;0,521178199644243;-1,32964850127079;-1,75921116095802;3,6120279343655
"1522";"66";1;5;2003;48,797222;-72,2425;"Superior";"early mid-season";48,756708;"10% fleur";0,960941900945967;-2,093059280732;0,597053219683543;-1,2457614203448;-1,80537720828022;3,58620278872751
"1523";"66";2;1;2003;48,797222;-72,2425;"Superior";"early mid-season";43,999956;"10% fleur";NA;NA;NA;NA;NA;NA
"1524";"66";2;2;2003;48,797222;-72,2425;"Superior";"early mid-season";46,450404;"10% fleur";NA;NA;NA;NA;NA;NA
"1525";"66";2;3;2003;48,797222;-72,2425;"Superior";"early mid-season";45,063018;"10% fleur";NA;NA;NA;NA;NA;NA
"1526";"66";2;4;2003;48,797222;-72,2425;"Superior";"early mid-season";47,044998;"10% fleur";NA;NA;NA;NA;NA;NA
"1527";"66";2;5;2003;48,797222;-72,2425;"Superior";"early mid-season";48,126078;"10% fleur";NA;NA;NA;NA;NA;NA
"1528";"67";1;1;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";31,31271;"10% fleur";0,724809690666195;-2,0890127060479;0,405650118685464;-0,990400417379791;-1,52102866844196;3,46998198251799
"1529";"67";1;2;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";26,3835;"10% fleur";0,88297687967404;-2,0078998012321;0,566330365303914;-1,25591212064922;-1,76673774441521;3,58124242131857
"1530";"67";1;3;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";27,51606;"10% fleur";0,817037589650919;-2,07451192559515;0,28691366742183;-1,03841999390837;-1,51057647651521;3,51955713894598
"1531";"67";1;4;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";21,51864;"10% fleur";0,832002610398164;-2,10040252920455;0,376899521198228;-1,07512151362199;-1,51937264676531;3,48599455799547
"1532";"67";1;5;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";27,912885;"10% fleur";0,853058721004448;-2,13457634231692;0,350330307471077;-1,02526876453207;-1,5612303615696;3,51768643994306
"1533";"67";2;1;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";27,05703;"10% fleur";NA;NA;NA;NA;NA;NA
"1534";"67";2;2;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";29,876847;"10% fleur";NA;NA;NA;NA;NA;NA
"1535";"67";2;3;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";31,17114;"10% fleur";NA;NA;NA;NA;NA;NA
"1536";"67";2;4;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";24,15699;"10% fleur";NA;NA;NA;NA;NA;NA
"1537";"67";2;5;2003;48,797222;-72,2425;"Yukon Gold";"mid-season";30,84081;"10% fleur";NA;NA;NA;NA;NA;NA
"1538";"68";1;1;1993;46,632778;-71,816389;"Superior";"early mid-season";38,97222222;"10% fleur";0,717258330428095;-2,10461646474407;0,831011884740215;-0,875951047827763;-2,39229853719585;3,82459583459938
"1539";"68";1;2;1993;46,632778;-71,816389;"Superior";"early mid-season";47,22222222;"10% fleur";0,659516696028774;-2,10243876990964;0,753146871901111;-0,871898938198981;-2,18248147758318;3,74415561776191
"1540";"68";1;3;1993;46,632778;-71,816389;"Superior";"early mid-season";48,22222222;"10% fleur";0,784940260626007;-2,03425370088976;0,6095542314841;-0,881574190951371;-2,13961421654758;3,66094761627861
"1541";"68";1;4;1993;46,632778;-71,816389;"Superior";"early mid-season";50,22222222;"10% fleur";0,844230770717518;-1,91692925569864;0,497359826875406;-1,03141018249124;-2,08123230698992;3,68798114758687
"1542";"68";1;5;1993;46,632778;-71,816389;"Superior";"early mid-season";44,61111111;"10% fleur";0,78112093104855;-1,97211506267542;0,674059734708706;-1,01660361764798;-2,19525861398963;3,72879662855576
"1543";"68";1;6;1993;46,632778;-71,816389;"Superior";"early mid-season";53,30555556;"10% fleur";0,765133027226121;-1,81107747122997;0,54820296544062;-1,07710829614977;-2,1364998716646;3,7113496463776
"1544";"68";1;7;1993;46,632778;-71,816389;"Superior";"early mid-season";48,44444444;"10% fleur";0,771084000826084;-2,02028558505707;0,729119801727052;-1,02703381204679;-2,1256461007149;3,67276169526563
"1545";"68";1;8;1993;46,632778;-71,816389;"Superior";"early mid-season";50,86111111;"10% fleur";0,846373562611421;-1,94518727136396;0,531622168191422;-0,997147841175224;-2,1602986509809;3,72463803271724
"1546";"68";1;9;1993;46,632778;-71,816389;"Superior";"early mid-season";49,38888889;"10% fleur";0,930301076298228;-1,94853486513577;0,478264153844947;-1,09206262847253;-2,08668520361659;3,71871746708171
"1547";"68";2;1;1993;46,632778;-71,816389;"Superior";"early mid-season";39,27777778;"10% fleur";0,725277086513624;-2,10156305055807;0,836540110159281;-0,866091579172767;-2,37599989625983;3,78183732931777
"1548";"68";2;2;1993;46,632778;-71,816389;"Superior";"early mid-season";46,58333333;"10% fleur";0,713596980431275;-2,09736629935228;0,711590067058374;-0,860603672203355;-2,17432734048841;3,7071102645544
"1549";"68";2;3;1993;46,632778;-71,816389;"Superior";"early mid-season";45,72222222;"10% fleur";0,9016972396494;-1,9307314829464;0,46108474377559;-1,0552627455925;-2,15387503426061;3,77708727937451
"1550";"68";2;4;1993;46,632778;-71,816389;"Superior";"early mid-season";50,25;"10% fleur";0,782544037971372;-2,07055147522007;0,616592041062824;-0,983500008953039;-2,0038601007214;3,65877550586032
"1551";"68";2;5;1993;46,632778;-71,816389;"Superior";"early mid-season";42,55555556;"10% fleur";0,703533688324281;-2,15580596032416;0,681922064086587;-0,903042991828788;-2,01270511668348;3,68609831642555
"1552";"68";2;6;1993;46,632778;-71,816389;"Superior";"early mid-season";51,16666667;"10% fleur";0,659729949970522;-2,02855633276373;0,717473116403699;-0,91924875497887;-2,06134615558672;3,63194817695509
"1553";"68";2;7;1993;46,632778;-71,816389;"Superior";"early mid-season";44,66666667;"10% fleur";0,759107335221657;-1,86112308140955;0,578805573095374;-1,08793319317607;-2,0434446382035;3,65458800447209
"1554";"68";2;8;1993;46,632778;-71,816389;"Superior";"early mid-season";49,52777778;"10% fleur";0,850368109122139;-1,92553542555136;0,505882539285657;-1,0474659064974;-2,09543446234675;3,71218514598772
"1555";"68";2;9;1993;46,632778;-71,816389;"Superior";"early mid-season";52,19444444;"10% fleur";0,782464057140255;-1,98758237371362;0,572547697311971;-0,888970085045508;-2,12111376633814;3,64265447064504
"1556";"68";3;1;1993;46,632778;-71,816389;"Superior";"early mid-season";36,61111111;"10% fleur";0,726840634847763;-2,04454544142626;0,678772231806741;-0,958836557594056;-2,21159952608942;3,80936865845523
"1557";"68";3;2;1993;46,632778;-71,816389;"Superior";"early mid-season";42,83333333;"10% fleur";0,69353870315025;-2,08551058609247;0,712222317948332;-0,8380526698268;-2,20329362174886;3,72109585656956
"1558";"68";3;3;1993;46,632778;-71,816389;"Superior";"early mid-season";50,16666667;"10% fleur";0,795588111155743;-2,09854639996694;0,609503801135266;-0,908962333093107;-2,06345508015567;3,66587190092472
"1559";"68";3;4;1993;46,632778;-71,816389;"Superior";"early mid-season";51,97222222;"10% fleur";0,813657432456912;-2,01739671947572;0,550113458847491;-0,941257286659668;-2,08638959096267;3,68127270579366
"1560";"68";3;5;1993;46,632778;-71,816389;"Superior";"early mid-season";49,41666667;"10% fleur";0,780594673021533;-2,12549650623896;0,658599822852306;-0,899544795194244;-2,08912886206808;3,67497566762744
"1561";"68";3;6;1993;46,632778;-71,816389;"Superior";"early mid-season";47,52777778;"10% fleur";0,781734012326364;-2,03626615676748;0,602791172847779;-0,93765386809937;-2,07016770844316;3,65956254813587
"1562";"68";3;7;1993;46,632778;-71,816389;"Superior";"early mid-season";50,69444444;"10% fleur";0,820563456731357;-1,90431406450338;0,557603067059923;-1,07008828568353;-2,10498475996553;3,70122058636115
"1563";"68";3;8;1993;46,632778;-71,816389;"Superior";"early mid-season";49,25;"10% fleur";0,816047742059608;-2,00493424019675;0,657653586828706;-1,01168246718646;-2,14803508383742;3,69095046233231
"1564";"68";3;9;1993;46,632778;-71,816389;"Superior";"early mid-season";46,44444444;"10% fleur";0,784019143924468;-1,87818101106667;0,676027104563457;-1,00735265326927;-2,2036034115013;3,6290908273493
"1565";"69";1;1;1993;46,632778;-71,816389;"Snowden";"late";36,63888889;"10% fleur";0,502176183699807;-1,90806678400075;0,636156442943671;-0,776664672509648;-2,26474172793948;3,8111405578064
"1566";"69";1;2;1993;46,632778;-71,816389;"Snowden";"late";38,88888889;"10% fleur";0,617751542768514;-1,95689424177436;0,456038908388556;-0,814796841166507;-2,06225475743218;3,76015538921597
"1567";"69";1;3;1993;46,632778;-71,816389;"Snowden";"late";42,63888889;"10% fleur";0,675200265000275;-1,8707104412511;0,491360105029131;-0,897978398471988;-2,21365519237793;3,81578366207161
"1568";"69";1;4;1993;46,632778;-71,816389;"Snowden";"late";39,44444444;"10% fleur";0,845311127498366;-1,86430647204386;0,511966336741348;-1,03395816997043;-2,17179117179182;3,71277834956639
"1569";"69";1;5;1993;46,632778;-71,816389;"Snowden";"late";31,91666667;"10% fleur";0,737697387023146;-1,92190634084114;0,461682536305995;-0,944990987150547;-2,05543773346566;3,7229551381282
"1570";"69";1;6;1993;46,632778;-71,816389;"Snowden";"late";34,91666667;"10% fleur";0,790802615419637;-1,9145355781791;0,5703710716089;-1,0495381406925;-2,12217494295734;3,7250749748004
"1571";"69";1;7;1993;46,632778;-71,816389;"Snowden";"late";39,94444444;"10% fleur";0,817349855488896;-1,90354676876882;0,466413726698;-0,981213722438699;-2,10421746423097;3,70521437325159
"1572";"69";1;8;1993;46,632778;-71,816389;"Snowden";"late";42,66666667;"10% fleur";0,787985473400945;-1,90445330502355;0,535332909483977;-0,953477015161508;-2,13497696363539;3,66958890093553
"1573";"69";1;9;1993;46,632778;-71,816389;"Snowden";"late";40,91666667;"10% fleur";0,798979116479259;-1,96556955852821;0,613699852708072;-0,976958165074433;-2,13546859532361;3,66531734973892
"1574";"69";2;1;1993;46,632778;-71,816389;"Snowden";"late";36,55555556;"10% fleur";0,577439374420485;-2,0610887146426;0,537477253617927;-0,674794353522704;-2,13804975577872;3,75901619590561
"1575";"69";2;2;1993;46,632778;-71,816389;"Snowden";"late";37,91666667;"10% fleur";0,588623688748274;-1,98477791131958;0,522856989545976;-0,798196849705514;-2,09397720328457;3,76547128601542
"1576";"69";2;3;1993;46,632778;-71,816389;"Snowden";"late";36,44444444;"10% fleur";0,624196180331774;-1,96045177862745;0,60184153477597;-0,816888102097075;-2,23670515525561;3,78800732087239
"1577";"69";2;4;1993;46,632778;-71,816389;"Snowden";"late";36,18333333;"10% fleur";0,816409795729151;-1,81999094705754;0,485447214918908;-1,05785089501065;-2,15646318367876;3,73244801509888
"1578";"69";2;5;1993;46,632778;-71,816389;"Snowden";"late";38,25;"10% fleur";0,783447981390326;-1,93455255056505;0,525036291238658;-0,904933133383894;-2,24470747886889;3,77570889018886
"1579";"69";2;6;1993;46,632778;-71,816389;"Snowden";"late";34,75;"10% fleur";0,809554007530437;-1,85725323503772;0,57582834688569;-1,06330135535581;-2,21826658057505;3,75343881655246
"1580";"69";2;7;1993;46,632778;-71,816389;"Snowden";"late";37,27777778;"10% fleur";0,781625745038251;-1,96481769709721;0,522773518061461;-0,824093923078972;-2,22075107123441;3,70526342831088
"1581";"69";2;8;1993;46,632778;-71,816389;"Snowden";"late";38,02777778;"10% fleur";0,833717714442413;-1,89769383657297;0,543334807042975;-1,01217476336557;-2,17532557317125;3,7081416516244
"1582";"69";2;9;1993;46,632778;-71,816389;"Snowden";"late";36,19444444;"10% fleur";0,810692766366514;-2,05406641567292;0,609323014601865;-0,878067463389395;-2,16326570763792;3,67538380573185
"1583";"69";3;1;1993;46,632778;-71,816389;"Snowden";"late";36,47222222;"10% fleur";0,572100476428353;-1,9256543158375;0,58198058502806;-0,707982667153398;-2,34851116665753;3,82806708819201
"1584";"69";3;2;1993;46,632778;-71,816389;"Snowden";"late";41,52777778;"10% fleur";0,50407503956152;-1,96101285376797;0,568579285365332;-0,731560964141048;-2,09916319224879;3,71908268523095
"1585";"69";3;3;1993;46,632778;-71,816389;"Snowden";"late";39,38888889;"10% fleur";0,615110959128072;-1,8845847808606;0,518805011255408;-0,859303765278043;-2,1229958043056;3,73296838006077
"1586";"69";3;4;1993;46,632778;-71,816389;"Snowden";"late";37,25;"10% fleur";0,789547395015429;-1,84908967823727;0,524447150729063;-0,95660959505683;-2,23995598692428;3,73166071447388
"1587";"69";3;5;1993;46,632778;-71,816389;"Snowden";"late";43,44444444;"10% fleur";0,758063773775471;-1,96498450290417;0,522696073766551;-0,911834588312822;-2,14730605969813;3,7433653033731
"1588";"69";3;6;1993;46,632778;-71,816389;"Snowden";"late";34,30555556;"10% fleur";0,825998534875054;-1,87358454859472;0,64030963806653;-1,06921173292455;-2,22189124286294;3,69837935144063
"1589";"69";3;7;1993;46,632778;-71,816389;"Snowden";"late";39,36111111;"10% fleur";0,874942689438527;-1,84305784251685;0,524984467131838;-1,01270954044342;-2,2783759137747;3,73421614016461
